	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
JADE1	0.000333445	0.000479536	0.001008845	0.000759624	0.000958428	2.24443E-05	7.97152E-05	0.000272039	0.001072851	0.000491593	0.000740818	0.000314682	0.000363327	0.000495924
JAG1	0.000194713	0.000102512	0	0.00095341	0	0	0.000449224	1.7686E-05	8.53776E-05	0.000354678	0.000466534	0.000510923	0.000125439	0.000772736
JAKMIP2	1.47166E-05	0	7.17452E-06	2.43492E-05	1.17009E-05	9.61808E-05	3.785E-05	0.00017168	0	8.07282E-05	0.000104779	0	0.000976362	0.000489239
JAML	0	0.000101996	0.003015111	4.47697E-05	0.00021875	0	1.26715E-05	0.003852727	0	3.57929E-06	3.41114E-05	0.000268818	0.000209983	0.002240228
JARID2	0.000419131	0.000623234	0.000963882	0.001146138	0.000178029	2.36423E-05	0.00059253	0.000985106	0	0.000851879	0.000574477	0.000171121	7.25795E-05	0.002266774
JCHAIN	9.56497E-05	0.000112777	0	2.56887E-06	1.21647E-06	0.00013859	3.80894E-05	0.000473709	0	0	0.000157949	9.9647E-05	0	4.09196E-05
JMY	0.000234676	0.000524538	0.000152602	0.000200126	0	5.38248E-05	0.000448646	0.000646218	0	0.000438138	0.000606549	0.000664221	0.000344195	0.000856041
JPT1	0.00130574	0.00159744	0.000614644	6.81668E-05	0.002551772	0.000320914	0.000112224	0.000655125	0.000109671	1.83315E-05	0.000456472	0.000115916	0.002061204	0.000246935
JUN	0.000539434	0.00035762	0	0.000330445	0.000264881	0	0.001456088	3.47215E-05	2.17699E-05	0.00022	0.002727369	0.007005856	0.000778689	8.177E-05
JUNB	0.000941772	0.000902931	0.000974781	8.63631E-05	6.22043E-05	0.000156656	0.002681616	0.001250629	0	1.74731E-06	0.001507215	0.001147209	0.000752959	0.000727272
KANK1	0.000137867	0.0001718	0	0.000754937	0.000119582	0	0.000918377	0	4.53432E-05	0	7.21447E-05	0	0.000245728	0.000478306
KAT6B	0.00066693	0.000706055	0.000141559	0.000803474	0.000187585	0	0.000192134	0.000781507	0.000181373	0.00093836	0.000956528	0.000294541	0.000501061	0.000561192
KBTBD7	0.000300385	0.000305078	0.001181217	0.000247687	0.000129027	0	0.000163352	0.000118645	0.000139386	2.21207E-05	0.000508253	0.000433904	0.000230385	0.000235514
KBTBD8	0.000507395	0.000435732	0	0.000263106	5.86622E-05	0.000109168	0.001534735	0.00076982	0.000249058	0.000335159	0.000341861	0.001345232	0.00011994	0.000141409
KCNAB1	3.25097E-05	0.000518431	0	7.36408E-05	3.12824E-05	0	0.000437271	5.25579E-06	5.7358E-05	0	0.000260251	0	3.7602E-05	9.43933E-05
KCNAB2	0	0.000866636	0.000325094	0.001389875	6.78971E-05	0	0.000141579	0.000374052	0.000319172	0.001248743	7.48807E-06	0	0.001719001	0.001398768
KCNE1	0	0.000493246	0.001270104	1.18541E-05	0.000136796	9.19999E-05	4.65303E-05	0.000175495	2.82753E-05	0.000166829	2.66078E-05	0.000307022	0.000422773	0.001503953
KCNJ15	0	0	0.004001489	0.000792038	0.000243892	0	0	0	2.21782E-05	0	0	0	0	0.001767571
KCNJ2	0.001218953	0.000349803	0.001014852	0.00023553	6.34265E-05	0.00027643	0.000501536	0.000465978	2.51162E-05	4.85175E-05	0.000624407	0.000178311	0.000188849	0.000275611
KCNJ5	0.001230141	0.000628815	0	0	0	0.000267547	0.000150075	0	0	0	0.000745877	0	0.002255306	0
KCNK6	0.000621739	0.001100638	0	0.001145344	0.000117422	0	0.000141859	0.002408875	4.60435E-05	0.000104551	0.000492683	6.96788E-05	0.000387491	0.000771322
KCNMA1	0.001698183	0.000538459	0	0.000522129	0	0.000835822	0.000283424	0	0	0.000468299	0.000757869	0.000149498	0.001940579	0.00033163
KCNN4	9.1433E-05	4.60426E-05	0	0.000953939	0.00010321	6.03177E-05	8.20679E-05	3.56955E-05	0.000415659	0.000408867	3.42425E-05	0.000204443	0	0.000574635
KCNQ1OT1	0.000190101	0.000185447	0.000331841	0.00022683	8.47456E-05	0.000162249	0.000540105	0.000169805	0.000100291	0.000170765	0.000519613	0.001787384	5.51213E-05	0.000205882
KCNQ3	0.001477318	0.001404669	0	0.000797591	8.07682E-05	6.25294E-05	0.000627652	0	0.000170054	0.000413732	0.001034478	0.000132499	0	0
KDM5B	0.000434851	0.000686667	0.000954553	0.000517091	0	9.41719E-05	1.45164E-05	0.000665288	0	0.001192242	0.00103076	0.000582279	0.000202683	0.000639127
KDM6B	0.00029124	0.000310115	0.001083399	0	0.000107272	2.92074E-05	0.00390663	0.001033919	0	0	0.000756633	0.000322375	0.000224971	0.000880525
KHDRBS3	0.001460134	0	0	0	0	0.000155177	8.20198E-05	0	5.73799E-06	0.000942641	0.002157961	0.000501195	0	0
KIF11	0	3.15934E-05	0	0.000171876	0.005796181	5.54789E-05	0	0	0.002823241	0	1.00441E-05	0	0	0
KIF14	0	1.74864E-07	5.51047E-05	0.000290679	0.007573169	0	0	0	0.000119825	0	0	0.00021016	0	2.03047E-05
KIF15	3.4907E-05	0	0	2.21258E-05	0.004144036	0	0	0	0.002788456	0	0	0	0	0
KIF16B	0.000493251	0.001074771	0	0.000636734	0.000153865	0.000200401	0.000320313	0.001301478	0.000246499	0.000208262	0.000814364	0.000163003	0.000982976	4.24817E-06
KIF18A	1.7357E-05	3.71388E-05	0	0.000170523	0.005077853	8.06881E-06	0.00012519	0.000142284	0.000159126	4.19857E-05	6.11902E-05	2.11126E-05	1.68594E-05	6.18493E-05
KIF1B	0.00011876	0.000931201	0.001266639	0.001512365	8.65863E-05	0.000426018	0.001363658	3.69505E-06	5.67901E-05	0.000513702	0.000377098	0.000340765	0.000569828	0.000359617
KIF20A	0	0	0	2.0362E-05	0.007144162	0.000385788	0	0	0	0	0	0	0	0
KIF20B	0.000630542	0.000324091	0	0.000316223	0.004568585	0.000591222	4.82372E-05	0.000348062	0.000857836	2.42859E-05	0.000979474	0.000293587	7.16618E-05	0.000163832
KIF22	0.000377293	0.00023197	0	1.69536E-05	0.003846246	9.58975E-05	8.61337E-05	0.000413681	0.001812654	0.000173242	0.000286961	0.000142967	0.000328142	0.000497647
KIF23	7.29851E-06	0	0	2.09553E-05	0.006853133	0	0	6.5955E-05	0.001135157	0	0	0	4.51128E-06	4.64269E-06
KIF27	0.000185135	0.000253465	0.002473553	0.000209765	4.28736E-05	0	5.40229E-05	0.000103931	0.000169221	6.88759E-05	0.000554096	0.000258464	0.000164673	0.000225467
KIF2C	0	0	0	0	0.00666715	0.000150482	1.96961E-05	0	0.001514898	0	0	0	0	1.47108E-05
KIF4A	0	0	0	0.000144209	0.00631667	3.82961E-05	0	1.24587E-05	0.001494511	0	0	0	0	0
KIFC1	0	0	0	6.94151E-06	0.004438566	0.000107335	6.51817E-05	0.000211481	0.002016124	0	4.35117E-06	0	0	1.93505E-06
KIFC3	0.00099546	0.001203233	0	0.00133906	0.0001917	9.0628E-06	0.000412883	0	5.09755E-05	0.000584309	0	3.73035E-05	0.000175551	0.000812053
KLF10	0.000161928	0.000497784	1.89443E-05	0.00036851	0.000127698	0.000516346	0.002554377	0.000646334	0.000144511	0.000340038	0.000546456	0.001202407	0.000335532	0.000893161
KLF2	0.000417619	0.000501922	0.000735167	3.20473E-05	0.000213311	9.41321E-05	0.001748363	0	0	5.96104E-05	0.003345334	0.0031843	6.57639E-05	0
KLF4	0.000227411	0.00112205	0	0.000114131	3.0922E-05	0	0.001853238	0.001121083	2.59946E-05	0.000160921	0.001240798	0.001765268	0.000394462	0.000823182
KLF5	1.33863E-05	7.04414E-05	0.000304614	0	0	2.47722E-05	0.000212053	0.000221025	0.000107147	2.05802E-05	9.03187E-05	0.000180857	3.85975E-05	0.000279937
KLF6	0.000698766	0.000808884	0.000351141	0.000684178	0.000260866	0.000624557	0.002954647	0.00056146	0.000172201	0.000465624	0.002680728	0.00098921	0.000434014	0.000220981
KLHDC8B	0.000316832	0.000262265	5.13923E-05	0	0	0.000267605	7.54738E-05	7.6026E-06	0	0.000418643	0.000383519	0	0.003163149	3.59355E-05
KLHL15	0.000174737	0.000687083	0.00040603	0.000271031	0.000276709	0.000228067	0.000881602	0.000351519	0.000116123	9.83663E-05	0.000577677	0.000680873	5.10207E-05	0.000392756
KLRB1	7.20861E-06	0.00010285	0	0	1.10654E-05	9.33085E-05	5.68947E-06	0.000281055	8.33449E-07	2.28292E-05	0.000269715	6.86431E-05	0	0.000189972
KMO	0	0.000487828	0	0.000509166	2.14551E-05	0.000272871	0.001156033	0.000185389	5.02707E-05	0.000800192	0	0.000316552	0.000549629	0.000365359
KNL1	2.67071E-05	3.175E-05	0	0.000155408	0.006371283	0.000143614	7.93342E-06	1.93088E-05	0.00198782	2.71107E-05	0	0	0	1.30693E-05
KNTC1	0.000182215	0.000178291	0	0.000322716	0.00069581	0.000105554	7.53244E-05	0.000165609	0.003286722	7.16429E-05	0.000350137	0.000147998	3.96169E-05	0.000133094
KPNA2	0.000491338	0.000540988	5.81274E-05	0.00020694	0.007197181	0.000292055	0.000361114	0.000425939	0	0.000128889	0.000259613	0.00033816	0.000205635	0.000154916
KYNU	0.000188046	0.000721231	0	0.001101467	0.000411106	0.000851944	0.000585388	0.000710185	0.000154237	0.001295774	5.96565E-05	0.000184939	0.000189827	0.002197732
LACC1	5.80285E-05	0.0007507	0	0.00105853	0.000107428	0.000134884	0.000557796	0.000516961	0.000157583	0	0.000361891	0.000171422	0.001527396	0.00062122
LAG3	3.89222E-05	0.000221492	0	0.000168706	7.10291E-05	0.002752849	5.42566E-05	0.000255912	1.03353E-05	9.61078E-05	0.000272972	0.000103167	8.37544E-05	1.04062E-05
LAMB3	0	0	0.000728522	0.000807667	0.000352349	9.09174E-05	0.000275958	2.26239E-05	0.000104314	0.000555693	0	4.91674E-05	0.000134405	0.000516304
LAMC1	8.40615E-05	0.000111994	1.83372E-05	0.001747014	8.9984E-06	0	0	0	1.80453E-05	0.00032114	7.54304E-06	0	0.000630239	0.00030837
LAMP1	0.00144366	0.001800647	0.000361501	0.001652334	0.000152595	0.000171986	0.00036562	2.10718E-05	9.93174E-05	0.00097435	0.001449359	0.000363586	0.002672046	0.000536765
LAMP3	0	0	0	0	2.68787E-05	0.000987534	0	0.002459581	0	0	0	0	0	0
LAP3	0.001369636	0.00205232	0	0.000785055	0.000475206	0.005706904	0.000680648	0.001064592	0.000841184	0.000107416	0.000329682	0.000911224	0.000415917	0.000275342
LBH	0.000119039	0	3.63679E-05	0.00023706	7.24566E-05	9.13821E-05	0.000198292	0.00027797	8.44118E-05	2.34672E-05	0.000621391	0.00130863	9.37748E-05	4.86467E-05
LCN2	1.29525E-06	3.6865E-05	0	0	6.15095E-05	1.32514E-05	0	1.25494E-05	0	0	1.70669E-05	6.82299E-06	0	2.84547E-05
LCP1	0.00052989	0.000423831	0.005096204	0.000972204	0.000393261	0.000437012	0.000330781	0.003051482	0.000505364	0.000748573	0.000584411	0.000428148	0.001109234	0.002843539
LDHA	0.000725723	0.000907206	3.37407E-05	0.001000019	0.000906037	1.5875E-05	0.000315797	0.000580266	0.00076068	0.005496075	0	0.000779894	6.37183E-05	0.000786463
LDLR	0	0	0.000224765	0.000212565	9.13904E-05	0.000290217	0.000361997	3.07629E-05	1.73456E-06	1.01435E-05	0.000172319	0.000848148	3.04734E-05	0.001338738
LFNG	3.41088E-06	2.67704E-05	0	0.000881765	0.000210137	0.000302777	0.000193665	0.000791446	2.53293E-05	0.000817333	3.41801E-05	0.000106729	0.000119458	0.00168145
LGALS1	0.000505724	7.04253E-05	0	0.001780021	0.001006829	0.000222719	2.24879E-05	0.000289921	0	0.002893663	0	0.000186816	0.003025029	0.000606809
LGALS2	0	0	0	0	0	0.000231682	0	0.005609399	0	0	0	0	6.16412E-05	0.00109938
LGALS3	0	0	0	0.000126403	0	0.00015449	0.000184714	0.000205241	0	0.001121864	0	0	0.005733944	0.000369101
LGALS3BP	0.000171607	0.001370034	0	0.000958293	0.00026404	0.005829813	0.000401344	0	0.000478941	0.000367286	4.72508E-05	0.000273513	0.000459214	0
LGI2	0.000281027	9.19204E-05	0	0.002461058	0	0	0	0	0.000323307	0	8.68045E-05	0	0	0
LGMN	0.000905344	0.000877309	0	0.000814829	0	0.000730259	3.48852E-05	1.07753E-05	0	0	0.00080938	0	0.004535842	0
LIF	0.00015553	7.86959E-05	0	5.74724E-05	0	0.000230862	0.000776594	2.02815E-05	6.23227E-05	0	8.85591E-05	0.000941154	0	0.000165065
LIFR	9.09751E-05	6.4286E-05	5.17688E-05	4.78306E-05	1.17742E-05	0.000108845	7.68707E-05	2.33727E-05	4.02138E-05	9.36834E-05	0.000331056	0.00034549	7.81828E-05	9.48564E-05
LIG1	0.000476578	0.000192388	0	3.42546E-05	0.00021313	0.000207019	7.14178E-05	1.76217E-05	0.004308118	8.53851E-06	0.000587748	0.000127434	0.000208743	0.000100572
LILRA4	0.001531057	0	0.000161024	0	0	0.001622831	0	2.49043E-05	0	0	0.000381695	0	0.001444759	0
LILRA5	0	0	0.002157434	0	4.93014E-05	0.000338234	2.63882E-05	0.000561968	0	8.68218E-05	0	0	0	0.002659991
LILRB2	3.70442E-05	0.001126628	0.001752968	0.000813922	0	0.000850439	0.000317595	0.000375146	0	0	0.000165867	0.000103466	6.72433E-05	0.002607331
LILRB3	0.000162721	0.001047726	0.004169287	0.000442608	0	9.65074E-05	7.59211E-05	0.000534578	0	0.001362392	6.19037E-05	0.000120521	0.000897142	0.002249648
LILRB5	0	0.000567529	0.000122077	0.001299603	0	0.000311975	0	0	0	0	0.000649963	0.000189883	0.000723006	0
LIMCH1	0.000184651	0.000206553	0	0.000346553	0	8.85029E-05	8.59591E-05	0.000655252	9.47416E-05	0	0.00038464	0.000395714	5.91269E-05	7.84318E-05
LIN7A	0	1.88067E-05	0.002239555	0	1.80344E-05	5.93718E-06	0	1.33234E-06	0	0	5.46548E-07	0	0.000547751	0.001161232
LINC00278	0.000313455	6.82133E-05	0.000312534	0	4.6934E-05	0.000752953	0.000159598	2.54242E-05	0	0.000138057	0.001215528	0.000297363	0.000211994	0.000224508
LINC00309	6.45956E-06	0	0.000141922	2.53544E-05	5.03342E-05	3.80798E-05	0.000337912	9.16443E-06	0.000102821	0	0.000456419	0.000450558	0.000177918	6.47013E-05
LINC00324	0.000631744	0.000105842	0.000173468	0.000229915	9.79068E-05	0.000199798	0.000104838	0.000275185	6.97875E-05	0.000187632	0.000523212	0.000380902	2.84123E-05	0.000342529
LINC00346	0.000139615	6.61888E-05	0	0.00011228	1.38568E-05	0.000245326	0.00210896	0	8.0026E-05	6.36643E-05	0.000126258	0.000922978	0.000113409	0
LINC00472	0.000531484	9.36583E-06	0	6.63493E-05	0	1.0376E-05	8.85553E-05	1.15466E-05	3.30378E-05	2.28836E-05	0.000908084	0.001031724	4.73828E-05	1.722E-05
LINC00484	0.000282592	0.000103288	4.53845E-06	0	5.16405E-05	0.00018901	0.000384775	9.97045E-06	9.6528E-05	4.42892E-05	0.000713041	1.61516E-05	0	3.90111E-06
LINC00578	0.002118044	0.000504094	0	0	0	3.80649E-05	0.000239878	0	0	0	0.000342136	5.21595E-05	0	0
LINC00632	9.1385E-05	2.47632E-05	0.000121635	3.73305E-05	0	6.70493E-05	1.20894E-05	0.000110445	3.274E-05	7.76698E-05	0.00083265	8.18856E-05	0.000256228	3.93341E-05
LINC00671	0.000185528	1.56805E-05	0.000684158	0.000163185	0	0	0	0	0	0	0.000791142	0	0	1.64041E-05
LINC00877	5.08521E-05	9.25416E-05	0.001124835	0.000144392	0.000138538	0.000167589	0.000320189	0.000760797	2.7451E-05	0	2.37329E-05	0.001057289	9.07525E-05	0.000922101
LINC00996	2.25514E-05	0	0	0	1.05413E-05	0.000183743	0	0.000114769	5.21425E-06	0	0.001390085	0	0.000145518	0
LINC01010	0	0	0	3.61324E-05	3.37187E-05	1.77117E-05	0.000516151	0.000573003	7.52313E-05	1.98488E-05	0.000202298	0	7.69552E-05	0
LINC01127	0	1.32486E-05	0.001626619	0.000105857	3.80296E-05	0	0	1.33643E-05	0	1.42913E-05	0	6.79431E-05	3.14317E-05	0.001276808
LINC01220	0.000406131	1.6232E-05	0.000377074	5.5721E-06	0.000183105	0.000188608	0.000475725	7.59664E-06	8.79761E-05	4.13623E-05	0.001030358	0.000108575	0.000153036	0.000204284
LINC01235	0.002335552	7.64159E-07	0	0	0	0	0	0	0	0	0	0	0.00012543	0
LINC01268	0.000788283	0.000141767	0	0	8.90953E-05	0.000716848	0.000250555	0	1.35757E-05	2.64594E-05	0.001550182	0.00047815	0.000114818	0
LINC01366	0.000142023	3.6731E-05	0.000491093	0	0.000137746	0.00033402	0.000784524	3.16881E-06	7.98913E-05	0	0.000373496	0.000375851	4.80088E-05	3.22216E-06
LINC01480	0.001029939	0.000230488	0	0	0	0.000355556	0.000118519	1.01286E-05	9.77886E-06	0	0.002495103	6.22488E-05	0.000273041	0
LINC01588	1.42905E-05	9.47214E-05	0.000122533	0.000141144	1.32907E-05	9.85732E-05	0.000475964	0.000672659	3.54302E-05	0.000262543	0.00018029	0.000309117	8.70887E-05	0.00053047
LINC01736	0.002873521	0.000498857	0	0	0.000463956	0.000637891	9.5194E-05	0	6.02668E-05	0	0.001169683	0.000327186	0	0
LINC01852	0.000174398	8.51232E-05	0	3.78051E-05	0.000198025	0.000170606	0.000491618	6.00952E-05	0.000240779	1.65529E-05	0.000501036	0.000222365	5.79815E-05	4.43304E-06
LINC01857	0	4.09433E-05	0	0	0	0	5.85549E-05	0.000430595	0	0.000221727	0	0	0.001762597	1.29519E-06
LINC01943	1.0659E-06	5.15901E-07	0.000200712	0.000466547	0	0	5.0994E-05	0.000336663	5.11027E-05	4.17392E-05	4.149E-06	0	0.000207699	0.001171181
LINC01970	7.32586E-05	0.000124308	0.000147973	0	8.2238E-05	0.000102517	0.000678253	0.000537474	9.77986E-05	4.82628E-07	0.000601384	0.000608482	1.64933E-06	5.29698E-05
LINC02076	0.000184845	0	2.66998E-05	0	0	0	7.71851E-05	0	7.89353E-05	1.65E-05	0.000170721	0.000336355	3.7989E-05	1.23118E-05
LINC02158	9.02449E-05	0.000105346	0.000378158	3.03153E-05	0.000108	1.36454E-05	0.000186181	6.75254E-05	4.82436E-06	8.58552E-05	0.0002334	0.000168274	6.62212E-05	0.000152593
LINC02207	0	0.000807895	0.002962189	0.00022014	6.78378E-06	0	0.000538601	0.000294731	6.13582E-05	0	0.000706004	0	6.17938E-05	0.000444583
LINC02345	3.96051E-05	0.00012587	8.48612E-06	0.001120162	0	0	0	0	0.00027028	4.57082E-05	5.00737E-05	0	0	2.96168E-05
LINC02397	0.000864198	0.000319216	1.26326E-05	0	1.40327E-05	0	0.000451019	0.000104507	6.8416E-05	0.000414944	0.00036221	0	0	8.47024E-05
LINC02432	0.000100624	0.000414466	0	7.18995E-05	7.25625E-05	0.000592566	0.000125955	0	5.96491E-05	0.000394455	0.000148526	0.000563897	0	0.000441471
LINC02712	0.001606334	0.000274346	0	0	1.59222E-06	0	1.468E-05	0	8.04384E-05	0	0.001871398	0.000150433	0	0
LINC02728	0.000135955	0.000354658	0.000449755	0.000166796	1.15137E-05	0.000116602	0.000516943	1.00568E-05	0.000169242	0.000379394	0.000358135	0.000305984	1.86728E-05	0.00020868
LINC02731	0.00020121	1.13341E-05	0	2.03909E-05	0	7.47922E-05	6.9607E-06	1.06297E-05	1.78268E-05	1.9648E-05	3.54936E-05	0.002363441	6.84314E-05	7.55276E-05
LINC-PINT	0.000244493	0.000582609	0.000914873	0.000346696	0	0.000291392	0.001482808	0.001258106	0	0.000296522	0.001304479	0.000613416	9.13303E-05	0.000709579
LIPA	0.001677944	0.000844089	0	0.000409299	0	0.000609025	0.000349604	3.48625E-05	3.53847E-05	0.000431595	0.00119177	0	0.004226284	8.90395E-05
LIPG	0.00083148	0	0	0	0	0.000350442	0.000133056	8.59853E-06	0	0	0.000699574	0.000162201	0	4.0682E-07
LITAF	0.000392035	0.001777595	0.004298268	0.000241881	1.80587E-05	0.000196786	0.001117011	0.002047246	0.000220821	0.001258401	0.00018453	2.92093E-05	0.001664205	0.001370206
LMNA	0	0.00070409	0	0.001888451	0.000145823	1.06481E-05	0.001244377	0.000635699	7.37105E-05	0.000405928	0	0	0.000939151	0.000599057
LMNB1	8.96648E-05	0.000120882	0.002621095	0.000202968	0.002732034	0.000674599	6.70157E-05	0.001031287	0.003648883	0	3.70549E-06	9.31258E-05	0	0.000306461
LNCAROD	0.001066214	0.000627574	0	0.000279982	3.80082E-05	0.000508391	0.000332285	0	0.000180292	7.14506E-07	0.000650071	0.003066209	1.17133E-05	4.2122E-05
LOH12CR2	5.78256E-05	0.000135818	0.000297039	6.75078E-06	5.52889E-05	0.000121572	5.44484E-05	0.000337444	0	3.4669E-05	0.000255841	0.000107335	7.26696E-05	0.00011647
LONRF3	0.000245698	2.91894E-05	3.96674E-05	0.000721032	0.000157897	0.000169084	0.000817897	0	2.65958E-05	0.000379583	5.32829E-05	0.001015911	0.000520498	0.000694898
LPCAT1	0.000550974	0.000621818	0.001513923	0.001035026	0.00025361	3.76679E-06	0.000963469	5.97963E-05	0.000352793	0.002005381	0.000291207	0.000247081	0.000325005	0.000837068
LPL	0.001734747	2.10871E-05	0	0.000116321	0.000217675	0.000301729	0.00016544	0	9.87829E-05	0.000242517	8.25081E-05	0	0.002160218	3.18303E-06
LRG1	3.24919E-05	7.963E-05	0.003478593	0	4.85048E-05	0.000201708	0.000192562	3.84406E-05	4.50236E-05	0	3.91433E-05	0.000240124	2.80955E-05	0.001634721
LRP12	0.000313392	0.000275181	0	0.000860859	3.76966E-05	3.23249E-05	6.66349E-05	0.000107129	0.000314349	0.000794489	0.000245308	0.000320204	0.000853066	0.00025432
LRRC39	0.001714473	0	0	0	0	0.00018577	0	0	0	0	0.000269401	0	0.001297424	0
LRRC69	0.000282606	0.00012314	1.26373E-05	0.00014902	3.10189E-05	0.000224008	0.000125532	0.000108288	2.05684E-05	4.70597E-05	0.001688138	0.00015749	5.93652E-05	9.2005E-06
LRRK2	0.000722785	0.000665446	0.005484372	0.000987207	0.0002302	0.00026338	0.000213533	0.000739895	4.60672E-05	8.54286E-05	0.000565923	5.20524E-05	1.41389E-05	0.001793477
LSMEM1	5.45227E-05	0.000163247	0.001510549	0.000399915	0	4.16137E-05	0.000470092	2.35503E-06	8.93239E-05	6.93771E-05	0.000155215	0.001300901	0.000157907	3.35309E-05
LSP1	0.000322573	0.00012093	0.002681712	0.000126926	9.31982E-05	0	0.000162677	0.003380553	8.18986E-05	0.002485787	7.82518E-05	0.000141146	0.00106877	0.00126214
LTA4H	0.000734005	0.000393411	0	0.000269389	1.59155E-05	0.000243106	0.000148828	0.000229704	0.00012755	0.000170448	0.00016283	0.000423172	0.001987851	0.002901894
LTB	0.000129536	5.32563E-05	0.001250899	6.44168E-06	0	0.000158994	2.5091E-05	0.002939827	2.49129E-05	0	0.000171478	0.000329878	8.52404E-05	0.000322301
LTBP2	0.000621603	0.000327392	0	0.002481904	0	0	0.000256831	0	8.16734E-05	8.05109E-06	0.000410297	0.000127504	0	0.000238913
LTF	0	0.000136665	0	0.000122885	1.83614E-05	0.000106152	5.65452E-06	0.000247901	5.26079E-05	2.16876E-05	0	0.000387417	0	8.50198E-06
LUCAT1	9.50686E-05	0	0.002801495	0.00091265	2.39851E-05	0	0.001793152	0	3.60552E-05	0.00136439	2.88162E-05	0	6.5568E-05	0.001062191
LY6E	7.73408E-05	8.77756E-05	0	7.39614E-05	0.000154482	0.00999788	4.39614E-05	0.0001554	0.000156672	0.000191501	0.000179364	0	0.000260775	6.73552E-05
LY75	0.001105494	0.000595183	0.000523034	0.000667188	9.99492E-05	0.000232977	0.000250517	0.001989199	8.54916E-05	0.000162579	0.000860498	0	0.000199827	0.000236703
LYST	0.001186797	0.000192896	0.00344677	0.000334484	0.000322131	0.000353334	0.000147988	0.000550325	1.81756E-05	0.000526525	0.001231037	0.000666445	0.000575557	0.001495813
LYVE1	0	0.000349246	0	0.003328453	0	0	0.000350672	0	0	0	0.001232397	0.000203711	0	5.21675E-05
LYZ	0	0.000131811	9.75881E-05	2.04421E-05	0.000578627	1.05562E-05	0.000208734	0.001637675	2.3573E-05	0	0	9.33729E-05	0.000780395	0.004484724
MACC1	0	0.000733814	0	0.000260595	3.43023E-05	0.000418149	0.000345496	0.000325208	0.000427346	0.000158812	1.16205E-05	2.94887E-05	0.000316373	0
MAD2L1	5.71937E-05	9.97369E-05	0	2.99969E-05	0.004370677	3.37472E-05	2.04713E-05	3.93306E-05	0.003353463	4.20629E-05	1.47955E-05	0	7.91923E-05	0
MAFB	0.000998745	0.002060054	0	0.001109497	0.000209802	0.000544746	0.000393919	0	2.22021E-05	0.00052693	0.001171078	0.001668304	0.001297377	0.00119677
MAFF	5.59957E-05	0.000129337	4.81707E-05	8.57112E-05	0	0.000101103	0.003412979	0.000878433	0	0.000388916	0.000629665	0.000567626	0.000596662	0.000371275
MALT1	0.000562322	0.000501876	0	0.001113072	0.000277624	0.000461309	0.001551754	0.000745216	0.000243149	0.001372316	0.000404255	0	3.46066E-05	0.000719748
MAMDC2	0.00015921	0.000222748	0	0.000362495	0.00029137	0.000110103	0.000254508	0	5.4272E-05	0	0.001196529	0.000130531	0.000122185	0
MAN1A1	0.001278452	0.001332645	0.000347042	0.001218807	0	0.00019595	0.000422117	0.000610149	4.98562E-05	0.000686912	0.001420085	0.000555898	0.00118238	0.000416007
MAN2A1	0.000867354	0.001945959	3.16178E-06	0.001256847	7.10053E-05	0.000207588	0.000686718	0.000499233	0.000333439	0.000262188	0.001048927	0	3.68193E-05	0.00029555
MANF	0.000313186	0.00058833	0	0.000472848	0.000174653	0.000852145	0.000420901	0.000651741	0.000939102	0.00146537	0.000282039	0.000632574	0.001000764	0.000224048
MAOA	0.00041503	0.000187098	0.000388742	0.000315378	4.37761E-05	0	8.67264E-05	0	0	0.001668392	0	5.50713E-05	0.000377965	0.000370876
MAP1A	6.00286E-05	4.40726E-05	7.63403E-05	6.23644E-05	7.63045E-05	0.000181954	0.000148629	7.37106E-05	0.000109379	0.000242551	0.000447198	0.000577282	0.000218571	6.12927E-05
MAP1B	7.23448E-05	0.000591277	0.000115324	9.46968E-05	9.82697E-05	0.000495197	0.000253182	7.48979E-05	0.000179457	0.00040503	0.00056487	0.000346345	5.81299E-05	0.00010117
MAP2	0.00015923	0.000187723	0.00014007	0	1.36731E-05	0.000384472	0	5.28419E-05	0.000227211	0.000244439	0.001200165	2.35547E-05	0.000209828	0.000162295
MAP3K20	9.98739E-05	3.86382E-05	1.10354E-05	0.000635413	0.000310711	0	0.000194731	0.000843319	0.001047087	0.000168563	0.000236184	0.000149781	0.000494694	0.002377458
MAP3K7CL	8.55773E-05	0	5.60856E-05	0	3.48235E-05	0.000412023	7.73127E-05	2.71168E-05	0	0.000248429	0.000200276	0	0	0.001357685
MAP3K8	0.000348194	0.00173151	0.000792164	0.00036365	0.000183385	0.000256817	0.0019488	0.001468413	0.00019503	0.000502128	0.001191805	0	0.00014644	0.001687802
MAPK13	0.000520571	0.000506433	0.001333568	0.001965167	0.000208199	0	0.000210937	0	0.00017186	0.000741234	0	0	0.000972806	0.00031237
MAPK6	5.91204E-05	0.000305975	0	0.00086716	0.000239262	7.88965E-05	0.001416311	8.17056E-05	9.0699E-05	0.000966556	0.000162484	0.000236046	0.00118093	0.00110257
MARCKSL1	5.7885E-05	0.00026775	0.00041233	0	0	0.000321489	0.000301417	0.00178496	1.12261E-05	2.60927E-05	0.000733958	0.000415021	3.92741E-05	0.001981946
