	NPC-like	AC-like	MES2	MES1	OPC-like
FAM237B	-5.41E-05	-0.000211331	-0.000173213	0.000324688	-6.86E-05
FAM43A	-0.000204722	-0.000221556	-0.000393469	0.001917813	-1.91E-05
FAM78B	-0.000283095	0.000226262	-0.000480615	0.000573432	-0.000530422
FAP	-0.000168902	-4.75E-05	-0.000106605	0.000552381	-0.000330083
FAS	-0.000301509	0.000923864	0.001129165	0.000960796	-0.000560964
FAT1	-0.000407904	0.000153731	0.001070801	0.000477271	-0.000826116
FAT3	0.000551519	0.000500391	-0.000433189	-0.000296996	-0.000561484
FBLN1	-0.000129449	-0.000104209	1.20E-05	0.000623315	-0.000340371
FBLN2	-5.65E-05	9.34E-05	0.000390601	0.000233614	-4.74E-05
FBLN5	-0.000204794	0.001379509	0.0007601	0.000611391	-0.000393701
FBN1	-0.000173875	-0.000191405	-0.000541212	-3.34E-05	-0.000411092
FBN2	-0.000101604	-0.000223432	0.000125539	1.25E-06	7.68E-05
FBXO2	-6.10E-05	0.001552921	-0.000180624	-3.60E-05	-9.76E-05
FBXO32	-0.000345318	0.000742515	0.000323102	0.001408196	-0.000636
FCAMR	-2.24E-05	0.000129497	0.00022613	-1.21E-05	-4.67E-05
FCER1A	2.76E-05	4.55E-05	-1.56E-05	0.000111976	-1.96E-05
FERMT1	-0.000849252	-0.000560884	-0.000476457	-7.63E-05	0.005813098
FEV	0.000261882	-5.65E-05	-2.39E-05	-2.59E-05	-9.27E-05
FEZF1-AS1	-1.78E-05	0.000131396	0.00052145	0.00041028	-0.000306748
FGF1	-0.000505525	0.001548992	-0.001052008	0.00100703	-0.000835852
FGF12	0.000760009	-0.000202719	-0.000547397	0.000296687	0.002858437
FGF14	0.001455325	-0.000355859	-0.000367837	-0.000102013	0.002130772
FGFBP1	-2.32E-05	8.69E-05	-2.50E-05	-1.36E-05	1.43E-05
FGFBP2	-0.000109912	0.001086539	-0.000147823	-8.35E-05	-0.000238197
FGFBP3	0.000624586	-0.000254299	-0.000118658	-0.000129169	0.002403957
FGFR3	0.002992117	4.96E-05	-0.000353171	-7.69E-05	-0.000509179
FHL2	-0.000232806	-0.000344899	0.000256179	0.000742239	-0.000487404
FHL5	-2.46E-05	4.83E-06	-2.70E-05	-5.15E-06	-2.97E-07
FILIP1L	-0.000147375	0.000535257	0.000537044	0.000156767	-0.000533319
FJX1	3.33E-07	0.00027348	-0.000708683	0.000589837	-0.000441087
FLNA	-0.000607582	0.001379833	0.002315201	0.001002595	-0.000992846
FLNB	0.000287307	-0.000197949	0.00127457	0.000921371	-0.000501032
FLNC	-0.000344257	0.000352633	-0.000205812	0.002791826	-0.000668528
FLT1	-5.92E-05	-3.33E-05	0.000216976	-4.85E-05	-2.31E-05
FMN1	-6.76E-05	-0.000251568	0.000477727	0.001012406	-0.000149001
FMO3	-1.48E-05	0.000412872	-9.31E-05	-5.48E-05	-4.75E-05
FMOD	-0.000331417	0.0019759	-0.000309088	-4.81E-06	-0.000589295
FN1	-0.000262045	0.000695175	0.00197486	0.000925802	-0.000539911
FNDC4	-0.000312123	0.000504913	-0.000394863	0.002533871	-0.000561455
FNDC9	0.000469359	0.000252779	-4.89E-06	-4.78E-05	-0.000194804
FOSB	0.000918724	0.000833625	0.000254403	0.00134373	-0.000907532
FOSL1	-0.000246257	-0.000354839	0.001814649	0.000963871	-0.000411037
FOSL2	-0.000403598	0.000581725	0.000982347	0.002543115	-0.000893956
FOXCUT	-2.12E-05	1.61E-05	3.47E-06	0.000116662	-5.58E-05
FRAS1	0.000707088	-0.000105032	0.000169956	-6.64E-05	-0.000393438
FREM2	0.000186218	-0.000503749	0.000186739	0.000413035	-0.00050616
FRMD4B	-4.13E-05	-0.000470394	-0.000480914	0.001418712	-9.08E-05
FRMD5	-1.04E-05	6.54E-05	-0.00040233	0.000514229	-4.15E-05
FRRS1L	0.002334417	-0.00043263	-0.000482547	0.000600509	0.001474632
FRZB	-7.04E-05	0.000969687	1.75E-05	-0.000166615	-0.000230622
FST	-0.000142379	-0.000427428	-1.84E-05	0.001746237	-0.000245442
FTH1	-0.000474127	0.000138619	0.003746898	0.001844196	-0.00052492
FTL	-0.000497229	0.000993235	0.002853533	0.001229076	-0.000939437
FUT9	0.002091615	0.000212886	-0.000330145	-0.000181317	0.001570569
FXYD6	0.001059096	-0.00046369	-0.000695291	-6.53E-05	0.00534635
FZD7	-0.000458573	0.00013168	-0.00092682	0.001848949	-0.000847472
G0S2	-3.50E-05	-0.00018905	-0.000236441	-2.75E-05	-0.00025867
GABARAPL1	0.003034092	0.000185003	-0.00019436	0.000138017	0.000329348
GABBR2	0.000599966	0.001517504	-0.000718282	-0.000338954	-3.66E-05
GABPB1-AS1	0.002259768	-0.000117376	-0.000299442	-6.95E-05	0.000876904
GABRA2	0.000168397	0.000433456	0.000100136	-0.00013356	-0.000121889
GABRB2	0.000506778	1.27E-05	8.26E-05	-6.33E-05	0.000117886
GABRB3	0.001388912	-0.000517565	-0.000433411	-0.000107633	0.00371231
GABRE	7.22E-05	8.42E-05	5.75E-05	-3.54E-05	-6.50E-05
GABRG1	0.000121815	0.000544251	-0.000151406	-9.52E-05	-9.71E-06
GABRG2	0.002370037	-0.000242914	-0.000243587	-4.41E-05	0.000377455
GABRQ	0.000499645	-0.00015884	-0.000138648	-0.000121375	1.80E-06
GACAT3	0.002761447	-7.35E-05	-0.000152944	-4.58E-05	-0.000412668
GAD1	0.000801676	-0.000471439	-0.000154123	-0.000193549	0.001398023
GAD2	0.000378417	-3.57E-05	3.59E-06	-1.82E-05	-0.000127654
GADD45A	-0.000461376	0.000330329	0.000313661	0.002374881	-0.001034321
GADD45B	-0.000393803	0.001956694	-0.00074473	0.00182627	-0.000515015
GADD45G	9.87E-05	-0.000391075	-0.000139039	0.000289586	0.002112553
GAL	0.0002336	-0.000163484	0.000544509	-5.21E-06	-0.000231972
GALNT10	-3.36E-05	0.000902372	-0.000304761	-0.000226767	0.000759176
GALNT13	0.001846168	-0.00039044	-0.000619876	-0.000147662	0.004208839
GALNT15	-0.000358844	0.002863664	-0.000343145	0.000702537	-0.000524235
GALNT5	-0.000221307	0.000243887	-0.000244012	8.39E-05	-0.000377184
GALNT6	-9.74E-05	-0.000263612	-0.000228663	-0.000226179	-0.000211849
GALNT9	-0.000172524	-0.00010241	6.13E-05	2.89E-05	0.000778337
GALR1	2.83E-06	9.51E-05	-0.000173542	-0.000277026	4.19E-05
GAP43	-2.13E-06	0.000314643	0.000407345	0.002387569	-0.000981812
GAS1	0.000665003	-0.000281289	0.000256803	-0.000155595	0.000379378
GAS2L3	4.23E-05	-0.000493551	-0.000697969	0.001755889	-0.000328307
GAS7	-0.00048276	0.000606657	8.87E-05	0.000212254	-0.000753108
GASK1B	-0.000371835	0.001335681	-2.82E-05	0.000954933	-0.000622322
GATA2	-0.000115981	-8.11E-05	-0.000199312	0.00028084	0.00015949
GAU1	0.000179722	-7.91E-07	2.76E-05	-2.07E-05	-6.90E-05
GBE1	-0.000287398	-0.000524978	0.0041815	0.00031244	-0.00029495
GBP1	-0.000484181	0.001092318	0.000333295	0.000135464	-0.00084361
GBP2	-0.00041081	0.001819714	0.000396903	0.001442873	-0.000849863
GBP4	-0.000275105	0.000415133	-0.000230946	-4.54E-05	-0.000444377
GBP5	3.94E-05	0.000164075	0.000108401	0.000106185	-0.000160228
GBX2	0.000567275	-3.11E-05	-0.000187114	0.000167626	7.85E-05
GCGR	0.000122652	6.69E-05	0.000324693	-2.76E-05	-2.91E-05
GCLM	-0.000210138	0.000106452	0.001559512	0.001049825	-0.000558758
GCNT1	-0.000131008	0.000148323	0.000288974	9.05E-05	-0.000317884
GDF15	-0.000102503	-0.00017421	6.41E-05	0.000767724	-0.000211951
GDF3	-2.14E-05	2.07E-06	-1.13E-05	-2.53E-05	-2.30E-05
GDF5	1.43E-05	0.000137094	5.97E-05	-2.43E-06	-0.000129105
GDF6	0.000776848	-0.000144429	0.000203874	-4.29E-05	0.000236602
GEM	-0.000314395	0.001018545	0.000249943	0.001450234	-0.000698101
GFAP	-0.000606028	0.003678077	-0.001389809	0.000756485	-0.000306911
GFPT2	-0.000357892	-0.000557256	-1.10E-05	0.001131885	-0.000619653
GFRA1	0.001760894	-0.000597106	-0.000638431	0.00075447	0.001814759
GFRA2	0.000105675	0.0020239	-0.000277769	-0.000206707	-0.000217796
GGT5	-0.00026195	0.001475415	-0.000357483	0.000530533	-0.000424527
GIHCG	0.000449222	9.82E-05	-8.88E-05	-0.000129073	-0.000285645
GJA1	-0.00058723	0.003779588	0.000456549	0.000356206	-0.001040877
GJA3	-0.000199554	-0.000407394	-0.000352207	0.00183079	-0.000346556
GJA5	-7.44E-06	3.07E-05	-0.000127979	0.000317017	-2.66E-05
GJB2	-0.000209271	-0.000397865	0.000193106	-0.000195576	-0.000312233
GJB6	-5.15E-05	0.000432636	0.00041298	-9.99E-05	-7.31E-06
GLCCI1	0.0015502	-0.000701486	-0.00065522	-0.00022342	0.002760954
GLDN	7.13E-05	0.000627575	0.00019009	0.000132379	-0.000259599
GLIPR1	-0.000407989	0.000497017	0.001209477	0.000752173	-0.000574388
GLRA3	0.000921	-0.000224189	-0.000196153	-3.50E-05	0.00144742
GLRX	-0.000260498	0.001576025	0.000493048	0.001164394	-0.000740102
GLUL	-0.000559718	0.000330688	0.001863468	0.001421744	-0.000849068
GNAI1	0.003108173	-0.000466794	-4.31E-05	0.000438996	0.001382627
GNG11	-0.000274115	-0.000280858	0.000223616	0.000320648	-0.000477662
GNG3	0.000510792	0.000425764	-2.03E-05	-8.58E-05	0.000338005
GNLY	2.20E-05	-7.05E-06	3.34E-05	5.79E-05	-5.06E-05
GOLT1A	-0.00020485	-0.000164469	-0.000229225	-0.000107828	-0.000346623
GPC1	-0.000468034	0.000390888	0.000220318	0.00205393	-0.000593564
GPC2	0.003738649	-0.000512211	-0.000154778	-0.000132295	6.59E-05
GPC6	0.000164123	1.02E-05	0.000257253	-0.000140063	-0.000144983
GPD1	0.001105506	0.000106815	-0.000145263	-8.80E-05	2.09E-05
GPHA2	-9.22E-06	-7.48E-06	-1.14E-05	-6.40E-06	7.59E-06
GPNMB	-0.000241274	0.000200603	0.000817505	0.001355498	-0.000428868
GPR158	-0.000751089	-0.000555935	0.000947077	2.12E-05	0.003094045
GPR17	-0.000593246	-0.000194944	-0.0002141	-4.90E-05	0.002968662
GPR174	6.49E-05	-6.55E-05	2.75E-05	0.00014573	7.83E-05
GPR37	-0.000297268	0.000905065	-0.000607552	0.000496436	-0.000611188
GPR84	-4.16E-05	0.000176455	0.000309445	5.04E-05	-6.72E-05
GPR87	-1.05E-05	2.47E-05	-1.33E-05	-6.31E-06	-1.78E-05
GPRC5A	-0.000211408	0.000226503	0.003440083	-0.000484397	-0.000349928
GPX3	-0.000130403	0.000677535	4.25E-05	0.000602903	-0.000257224
GRB10	-0.000306967	-0.000864116	0.001764786	0.00015744	-0.000574847
GRIA1	0.000313828	-2.01E-05	-0.000289647	-0.000227272	0.000400685
GRIA2	0.001224065	-0.000704792	-0.000779561	6.63E-05	0.004633166
GRIA4	0.000708818	-0.000504861	-0.001053225	0.000161221	0.003951379
GRIK2	0.001375809	-0.000612895	-0.000680911	0.000568665	0.003298437
GRIN2A	7.83E-06	0.000936813	0.000327163	-0.000184601	0.00012438
GRIN2B	0.002441744	-0.00020575	-0.000126616	-2.17E-05	-0.000582042
GRIP2	0.001408699	-0.000222665	-1.45E-05	-0.000119405	-0.000601563
GRM3	-2.08E-05	-3.57E-05	-0.00018093	-7.90E-05	-0.000100552
GRM5	0.003638621	-0.000259977	-0.000291162	-5.84E-05	-0.00024773
GSN	-0.000411945	0.002635255	0.000110281	0.000285103	-0.000645592
GSTA1	-2.13E-05	-4.01E-05	0.000236322	3.91E-05	-2.70E-05
GSX2	0.000134296	0.001153391	-0.000181283	-0.0001384	-0.000199023
GULP1	-4.61E-05	-0.000172151	-0.000440882	-0.000231613	-0.000197411
GXYLT2	-0.00023037	-0.000313226	0.000107546	0.000343749	-0.00045905
GZMA	1.28E-05	-2.03E-05	6.55E-05	0.000307328	-0.000103447
GZMB	3.56E-05	6.00E-06	-1.83E-05	0.000110214	-6.03E-05
GZMH	5.80E-05	6.79E-05	-8.27E-07	0.000286174	-0.000102632
GZMK	0.000123521	-1.20E-05	-3.58E-05	0.000481264	-0.000138124
H19	0.000108597	3.18E-05	0.000188557	7.77E-05	-3.41E-05
H1F0	0.000733093	-0.000121013	8.30E-05	0.001026047	0.001580035
H1FX	0.002543394	-0.000191214	-4.55E-05	0.000171031	0.001292913
HAPLN1	-0.000288396	-0.00038123	-0.000471439	-0.000164493	0.003175434
HAS2	-0.000214775	0.001122812	0.000490192	0.000823824	-0.000539311
HAS3	-1.47E-05	0.00037773	0.000539639	7.39E-05	-0.000166882
HBA1	-5.39E-05	-2.42E-05	2.38E-06	1.08E-05	0.000145936
HBA2	-7.93E-05	-3.04E-05	-3.67E-06	-6.73E-06	0.000251053
HBB	-6.97E-05	-2.87E-05	-1.05E-05	-8.74E-06	0.000235248
HBEGF	-0.000211969	3.68E-05	0.000354653	0.000999386	-0.000387969
HBG1	-5.97E-05	-3.50E-05	7.00E-05	-1.59E-05	0.000143863
HCN1	4.92E-05	-4.41E-05	0.000169333	-7.37E-05	-2.07E-05
HEPHL1	-1.68E-05	1.02E-05	0.0002278	-3.57E-05	-1.92E-05
HES1	-0.000207152	0.000973613	0.000267827	6.41E-05	-0.000375431
HES5	0.0018902	0.000157184	-0.000237167	-6.68E-05	-0.000101531
HES6	-0.00021199	-0.000603665	-0.000584321	-0.000219912	0.005213635
HEXD-IT1	0.000140967	-2.61E-05	2.08E-05	1.40E-05	8.13E-05
HEY1	-0.00034219	0.001360242	-0.000619779	0.000217467	0.001932452
HGF	-0.000161037	0.000179788	-0.000198522	-0.000260323	-0.000289923
HHATL	-0.000111621	0.000745665	-0.000175124	-8.90E-05	0.000132547
HHIP	5.84E-05	0.000138704	0.000242845	-7.57E-05	-0.000171089
HIGD1B	-4.82E-05	-9.65E-06	-3.38E-05	3.17E-05	0.000132462
HILPDA	-0.00025179	-0.000526843	0.005354129	-0.000485553	-0.000473862
HIP1R	-0.000728055	-0.000484388	-0.000305537	-6.38E-05	0.004271708
HIST1H1A	3.16E-05	-1.92E-05	-5.70E-05	6.18E-06	-4.45E-05
HIST1H1B	0.001058931	-8.04E-05	-2.10E-05	-1.53E-05	-0.00017663
HIST1H1C	0.001770478	-0.000149373	-0.000234459	-0.000171966	-0.000424456
HIST1H1D	0.000541521	-0.000158032	6.96E-05	-4.42E-05	-0.000349712
HIST1H1E	0.003132716	-0.000181889	-0.000173058	8.80E-05	-4.13E-05
HIST1H2AC	0.000748584	0.000259283	-0.000154792	0.000207843	-0.000393018
HIST1H2BG	0.002219485	-0.00012176	-5.70E-05	-1.93E-05	-0.000250526
HIST1H2BH	-8.89E-06	-2.15E-05	2.68E-06	1.58E-05	-8.20E-05
HIST1H4C	0.004641993	-0.000151764	-0.000405461	-5.15E-05	0.000336356
HIST2H2BE	0.002279684	-0.000133606	-0.000347827	0.00011106	8.62E-05
HK2	-0.000222453	-0.000383301	0.004293582	-0.000407991	-0.000356479
HLA-A	-0.000824194	-0.000359542	0.001214899	0.001594018	-0.001071667
HLA-B	-0.000846573	-0.000210567	0.000498049	0.001198415	-0.001305907
HLA-C	-0.000664255	-0.000211812	0.001110447	0.00142659	-0.001128193
HLA-DOA	-0.000121153	0.002361842	-0.000338848	-0.000256134	-0.000310881
HLA-DPA1	-0.000162237	0.001884774	-0.000576387	-0.000338265	-0.000450003
HLA-DPB1	-0.000153578	0.001925082	-0.000465872	-0.000325232	-0.000443583
HLA-DQA1	1.91E-05	0.001998375	-0.00025994	-0.000188017	-0.000235179
HLA-DQA2	2.91E-06	0.00160489	-0.000147769	-0.000197179	-2.34E-05
HLA-DQB1	9.82E-05	0.000880586	-0.000254141	8.63E-05	-0.000213384
HLA-DRA	-0.000241058	0.00388818	-0.000531123	-0.000539547	-0.000717622
HLA-DRB1	-0.000192747	0.003420657	-0.000241214	-0.000401429	-0.000507603
HLA-DRB5	-3.03E-05	0.002279661	-0.000283885	-0.000257704	-0.000184133
HLA-E	-0.0007664	0.001015193	0.000216632	0.000289571	-0.001279107
HLA-F	-0.000418437	-1.39E-05	0.000634196	0.000301101	-0.000777284
HMGA2	-8.02E-05	-0.000405918	0.000695945	0.000247314	-0.000180019
HMGCS1	-0.000340344	-3.39E-05	-8.95E-05	0.000153569	0.003227307
HMOX1	-0.000148903	3.05E-05	0.001895514	0.000200733	-0.000235283
HOOK1	-7.52E-07	0.00031266	-0.000135109	0.000218817	-6.60E-05
HOPX	-0.000553112	0.000129138	-0.001213829	0.001615357	-0.000871672
HOXA13	0.002871171	-7.18E-05	-4.10E-05	-5.25E-05	-0.000484925
HP	-8.22E-05	0.000402203	-0.00032335	0.000840924	-0.000152454
HRH1	-0.000500392	0.000333952	-0.000606791	0.002110768	-0.000900597
HRH3	0.000133305	-6.10E-05	-4.21E-05	-3.57E-05	0.000546035
HRK	0.000878797	-0.000231783	-0.000103838	-0.000152679	0.000491925
HS2ST1	-8.94E-05	-0.000366909	5.01E-05	0.001346457	-0.00067362
HS3ST3A1	-0.00019103	-0.000540915	6.48E-05	0.000700049	-0.000357928
HS3ST3B1	-0.0004768	2.38E-05	0.001506244	-0.000322233	-0.000676223
HS6ST1	-0.000287772	0.000693005	-0.00078485	0.000819165	-0.000654456
HS6ST2	0.000253609	-0.000498449	-0.000345528	0.000140554	0.000430753
HS6ST3	0.000318487	4.24E-05	-0.00023518	0.000702496	-3.47E-05
HSPA1A	-0.00023951	4.76E-05	0.000495496	9.35E-05	0.001290267
HSPA1B	-0.000232335	1.48E-05	0.001880009	-0.000137435	-1.96E-06
HSPA5	-4.08E-05	-0.000305407	0.001354507	0.001175512	-0.000603332
HSPA6	-0.00017734	-8.23E-05	0.001083402	-0.000106303	2.40E-05
HSPB1	-0.000467068	0.000495366	0.001366052	0.000460291	-0.000729844
HSPB8	-0.000409987	0.00412852	-0.000794624	-0.000486012	-0.000758414
HSPH1	3.26E-05	-0.000169977	0.000737694	0.000153385	0.000519157
HTR3A	0.000108649	4.15E-05	7.80E-05	-2.30E-05	-7.96E-05
HTRA1	-0.000562721	-0.00011042	-0.000611274	0.002634075	-0.000223923
IBSP	-1.36E-05	0.000178199	-4.87E-05	0.000136072	-5.98E-05
ICAM1	-0.00027116	0.000535892	0.001926059	0.000309047	-0.000418736
ICOS	8.20E-05	-2.03E-05	-6.82E-05	0.000420048	-7.28E-05
ID1	-0.000191192	0.001002367	-0.000634538	0.000322539	0.00230773
ID3	-6.02E-05	0.004077865	-0.000883215	0.000183581	-0.000481089
ID4	-0.000276147	0.004226818	-0.000730385	0.000277055	-0.00037241
IDI1	-0.000103262	-7.29E-05	-0.000188233	9.40E-05	0.003819524
IDO1	7.03E-06	0.000207776	4.89E-05	-5.85E-05	-6.65E-05
IDS	-3.41E-05	-0.000369174	0.000112383	0.00124107	-0.000552387
IER2	0.001971319	6.25E-05	-5.70E-05	0.001544375	0.000399025
IER3	-0.000108416	-0.000218008	0.000384177	0.001823007	-0.000279122
IER5	-0.000362398	-0.000384076	0.000165101	0.002331208	-0.000120267
IFFO2	-3.03E-05	0.001180286	0.001068159	0.000480792	-0.000521209
IFI16	-0.000386068	0.00012053	-0.00030487	0.001982764	-0.000663444
IFI27	-0.000410331	0.000196	-0.000442193	-0.000407229	-0.000598523
IFI30	-0.000244286	0.000318565	-0.000199246	3.11E-06	-0.000457805
IFI44L	2.90E-05	0.001091017	-0.00063844	-0.000348064	-0.00056574
IFI6	-0.000333237	0.000680371	-0.000737806	-0.000161309	-0.000638746
IFIT1	0.000192463	0.000970775	-0.000540094	-0.000260317	-0.000100105
IFIT2	0.000271801	0.000811861	-0.000402077	-0.000159831	-1.33E-05
IFIT3	-6.35E-05	0.00151839	-0.000579503	-0.00032733	-0.000408006
IFITM1	-0.000192795	0.000347625	-6.01E-05	-0.000162924	-0.000327409
IFITM3	-0.000696638	0.002719166	0.00015066	0.000771188	-0.001104166
IFNE	-3.16E-06	2.21E-05	0.00013327	-3.34E-05	-2.78E-05
IFNG	6.12E-05	-2.30E-05	4.26E-05	0.000334257	-6.70E-05
IGF1	0.000224182	-5.40E-05	-0.000298873	4.29E-05	-0.00027324
IGF2BP3	-0.000154252	-0.000484563	-0.000545501	0.001431894	-0.000588159
IGFBP1	-5.54E-05	-0.000100173	0.000253799	0.000130148	-6.06E-05
IGFBP2	-0.000122144	-0.001149601	0.004457811	0.001058836	-0.000970773
IGFBP3	-0.000287164	-0.000779392	0.002619466	0.000723705	-0.00050422
IGFBP4	8.74E-05	0.000330026	0.000466958	5.74E-05	1.65E-05
IGFBP5	-0.000435616	-0.000982087	0.003238544	0.000220911	-0.000829897
IGFBP6	-0.000266595	-0.000226334	-0.000388883	1.10E-05	-0.000430818
IGFBP7	-0.00043321	0.001026671	-0.001383422	0.001383541	-0.00069366
IGFBPL1	0.003133502	-0.000342505	-0.000259664	-2.11E-05	-0.000395476
IGFN1	0.000129789	0.000531645	-0.000157481	-7.07E-05	-2.88E-05
IGHG3	0.003670467	0.000171252	-0.000400927	-7.75E-05	-0.000571365
IGKC	0.004188357	0.000154392	-0.000480406	-8.45E-05	-0.000725153
IGLV3-19	6.46E-05	-3.73E-05	7.38E-08	8.31E-05	-2.34E-05
IGSF9B	0.000928735	-0.0003848	-0.000143152	-9.89E-05	0.002117809
IKZF3	0.000153462	-4.66E-05	-2.41E-05	0.000364372	-8.04E-05
IL11	-2.80E-05	-0.000424109	0.001966445	8.56E-05	-0.000175801
IL13RA2	-0.000117511	0.000700943	0.000844613	-0.000294461	-0.000414883
IL1B	7.45E-05	0.000164777	0.000541002	0.000215234	-0.00027951
IL1R1	-0.000265728	0.000468252	0.000742088	0.001560504	-0.000478419
IL1R2	9.40E-06	-7.43E-05	0.000361952	0.000484152	-4.86E-05
IL1RAP	-0.000461953	-0.000375946	0.001211237	-8.97E-07	-0.000713308
IL1RL1	-1.83E-05	0.000120259	0.000361932	-3.25E-05	-8.31E-05
IL26	-3.23E-06	-1.47E-05	0.000193693	-2.58E-05	-1.60E-05
IL2RB	-7.16E-06	-3.09E-06	-6.73E-05	0.000466253	-0.000125302
IL32	-0.000110837	0.00048069	0.001967908	-0.000193322	-0.000286775
IL33	-0.000294937	0.000698778	0.000386161	0.001158671	-0.000372102
IL6	-0.000177681	0.000848353	0.000506344	0.001122726	-0.000345156
IL7R	0.000393272	-6.69E-05	0.000161433	0.000507405	-0.000193199
INA	0.003125234	-0.000529582	-0.000533198	-8.33E-05	0.002230956
ING4	0.004270711	9.89E-05	-0.000411311	-0.000137984	-7.20E-05
INHBA	-0.000101688	-8.63E-05	0.000183574	0.000169805	-6.70E-05
INHBB	0.000835286	0.000608276	0.000432314	7.92E-05	-0.000254382
INMT	-0.0001042	0.001389338	-0.000261792	-0.00013597	-0.00016141
INSIG1	-0.00019055	-0.000335417	0.000883601	0.000149505	0.002033059
INSM1	0.001633671	-0.000707648	-0.000339727	0.000559358	0.000251919
INSYN2A	-0.000111307	-0.00089404	-0.000505648	0.001714267	-0.000226685
IQGAP2	-0.000213879	0.000165416	-0.000605495	0.001172	-0.000516946
IRF1	-0.000224282	0.000539553	0.000571585	0.000838626	-0.00052392
IRX1	0.000606219	0.000120474	0.000560395	0.000137818	-0.000207653
ISG15	0.000312226	0.00081602	-0.000471839	-0.000312462	-0.000254849
ISL1	0.000205881	5.49E-06	-3.88E-05	-1.67E-05	-6.87E-05
ISM1	-5.31E-05	7.41E-05	-0.000123159	-4.82E-05	0.000350943
ITGA1	-0.000134864	-0.000198463	0.00039216	0.000480148	-0.000147458
ITGA2	-0.000318365	0.000315397	0.000327692	0.000100922	-0.000537075
ITGA3	-0.000337827	-0.000531397	0.000627299	0.001084711	-0.000590319
ITGA4	-9.06E-05	-0.000348076	-0.000385745	-6.54E-05	-0.000263258
ITGA5	-0.000334234	-0.000383282	0.00162531	0.001314082	-0.000539631
ITGA6	-5.83E-05	0.001907636	-0.00033438	0.000568423	-0.000763345
ITGA7	-0.000478126	-0.00048387	-0.000548206	0.001090583	-0.000853673
ITGA8	9.40E-05	-7.01E-05	4.51E-05	-2.05E-05	0.000283821
ITGAV	-0.000260618	0.000883718	-0.000740021	0.001585019	-0.000526484
ITGB1	-0.000154032	-8.70E-05	-4.02E-05	0.000769986	-0.000469645
ITGB3	-0.000188957	2.53E-05	0.001160334	0.001187849	-0.000397595
ITGBL1	-0.00027538	0.000914647	-0.000434111	0.000414743	-0.000426984
ITM2A	-4.65E-05	0.000110911	-1.10E-05	7.73E-05	0.000617208
ITM2C	-0.000348589	0.005536363	-0.001015234	2.68E-05	-0.000602049
ITPKC	-0.000269214	0.000453777	-0.000152445	0.001716164	-0.000550311
ITPR1	-0.000176665	-0.000435271	0.003061474	0.000741698	-0.000511445
ITPR2	-0.000622001	0.001306816	-0.001395028	0.002030335	-0.000870285
ITPRIP	-0.000223401	-0.000496474	0.000225585	0.001897391	-0.000413003
JAG1	-0.000200871	-0.000961519	0.001494445	0.000654295	-0.000728705
JCHAIN	0.001670615	9.70E-05	-0.00019787	-1.69E-05	-0.000267965
JUNB	0.001154043	0.000973613	0.000103658	0.002086278	-0.00031141
KCNA1	0.00136962	-0.000401601	-0.000197629	9.12E-06	-0.000417683
KCNA5	0.003152949	-0.000125303	-0.000206957	-4.90E-05	-0.000590133
KCNAB2	0.000195408	-0.000376129	-0.000573809	0.001306141	-0.00012519
KCNC2	0.001458306	-0.000130716	-0.000145342	-2.20E-05	-8.03E-05
KCND2	0.004052415	-0.00033964	-0.000820818	-0.000252565	0.000743728
KCND3	0.003046308	-0.00021381	-0.000980526	0.000931085	-0.000241612
KCNE4	-0.000273682	9.36E-05	0.001087336	0.000265378	-0.000676497
KCNE5	-5.81E-05	0.000464913	-0.000149123	0.000137599	-5.75E-05
KCNIP1	-0.000154119	-0.000625726	-0.000686432	-0.000247154	-0.000665909
KCNIP2	-0.000101252	2.20E-05	-0.000244363	-6.39E-05	0.001197429
KCNIP3	-0.000199212	-0.000132162	-0.000375379	-5.53E-06	0.002875851
KCNJ5	-0.000153764	-0.000341826	0.000242905	-0.000206985	-0.000343677
KCNJ6	0.000122666	-0.000438164	-0.000488068	0.000149769	-0.000520864
KCNK10	-2.92E-05	-0.000561192	-0.000118078	0.001070206	0.00072139
KCNN3	1.11E-05	0.003640794	-0.000827248	6.42E-06	-0.000343664
KCNQ1DN	0.000402747	-3.51E-05	-2.55E-05	-7.08E-06	-7.54E-05
KCNQ1OT1	0.000807225	-0.000404247	-5.93E-06	-3.80E-05	0.000975935
KCNQ3	0.000843807	-0.000325644	0.000256908	0.000449437	-0.000276032
KCTD12	-0.000327132	0.000180575	-0.000796036	0.000917814	-0.000840172
KDR	-0.000129459	-0.000442583	-0.000493739	0.001246872	-0.00023567
KIAA0040	-0.000366193	0.000823843	-0.000542162	0.000755098	-0.000684179
KIAA0408	0.003254457	-0.000722709	-0.000498889	0.0003303	0.002332056
KIF1A	0.002081112	0.001047894	0.000367892	-0.000410546	0.001688221
KIF21B	0.002005545	-5.58E-05	-0.000397139	-7.24E-05	0.001100449
KIF25-AS1	-4.06E-06	4.19E-05	-1.61E-05	0.000250426	-3.88E-05
KIR2DL3	-8.08E-06	-8.67E-06	-8.83E-06	5.24E-05	-3.68E-05
KISS1R	-0.000101702	-0.000237806	0.001600985	-0.00012692	-0.000210236
KIT	0.001172525	2.37E-05	-0.000145518	7.85E-05	-0.000236457
KITLG	5.95E-05	0.000191175	0.000124314	0.000659469	0.000573468
KL	-0.000133643	-0.000274469	-0.000525748	0.001176304	-0.00024133
