	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2.1	Other Immune-2
CDK4	5.604119073569248e-05	0.001739484296506006	0.001165686869737812	0.0001948801169917729	0.0004076098757593633	0.0007532910939302258	0.00021576304515460963	0.0001429768076741699	0.0002082182608806721	0.0	0.0	0.0012098012250815503	0.0010126715603370844	0.0015200014235981986	0.00013441281268554114	9.363788073734251e-05	0.00022135862054327186	0.0002594355820612747
RGS6	0.0	0.001872010739256955	0.0	0.0	0.0020320978988638914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047442341555383035	0.0	0.0	0.0
LINC01934	0.0006555497322652201	0.0	2.5021350221425614e-05	0.0	0.0	8.502449325651924e-07	7.13956357313332e-06	1.6907728948635827e-05	0.0	0.0	0.0	9.911819958410649e-06	0.0	0.00010841796238604424	4.976551449869632e-06	1.6222513904404997e-06	3.0036009154732597e-05	0.0
DOCK10	0.0010627124433178442	4.842208387011244e-05	0.0008880840204408586	0.0009362264500892516	0.0	7.804876839750229e-05	0.0015152988624954117	0.00010636175881278456	0.0008949603525144069	0.00036794337108049546	0.0	5.684893878263401e-05	0.00022923530567153195	0.0003000555020885848	0.00041043065038972096	0.00011281438393677096	0.0	0.0007741896122330926
HLA-DQB2	2.0078402478439946e-05	0.0	0.0	0.0006223639864440271	0.0	0.0	0.0	0.0	0.0012243824999873406	0.0018736693649342839	0.0	0.0	0.0	0.0	0.0	0.0003446496813176344	0.0	7.935121214271566e-05
TMOD1	0.0	0.0013776713024172928	0.00038654950491760586	0.00017407607037249947	0.0005071398838463147	0.0015234377062526444	0.00019691991386078952	0.0007148326171054639	2.5825785162752338e-05	0.0	0.0	0.0006819253654410272	0.0	0.0	0.00044454268387102223	1.3552946437222998e-05	0.0	0.0005452367906970636
ENO1	0.001018496884040197	0.0017763904423022587	0.0008553947004437878	0.0005924074289969016	0.004100740669038501	0.0016314541297378497	0.0008585436530121345	0.0015033377590056168	0.0017553226970826487	0.0009785139956736523	0.00027111626784503934	0.0011097903131976274	0.0020040341178730187	0.001962835508265655	0.00030139193154532105	0.00021047315733448108	0.0006734841535004294	0.0009488065139725085
TNRC6C-AS1	0.0007907803724494266	0.0	0.0	0.0002770998704264531	0.0	0.0	0.0006964613706411031	1.369914100570974e-05	0.00012293976940492594	0.0	0.00011576802602636095	0.0	0.0	0.0	0.00012937047525373645	6.547934977870028e-05	0.00014909918518257623	0.00012889818665363803
SNHG14	0.00042982186504252935	0.0011168610628839641	0.0022861304263141857	0.00019888499043610878	0.0010650133319945912	0.0007719778839838708	0.00048346482648507696	0.0005339106343911638	4.9481423866219734e-05	0.0	1.9143358823900053e-05	0.0019111453440094856	0.0	0.0	0.00043203130017385565	0.0004437737611833474	0.0003340729516506573	0.0003093888172703567
CCL22	8.190370304740394e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024290677620216597	0.00036656233950091975	0.0	0.0	0.0	8.406639278423087e-05	0.0	9.045576556086866e-05	0.0	0.00011054262793117899
PDGFB	0.0	0.0	0.0	0.0017328995932047067	0.0	0.0	0.0	0.0	0.0	0.0012005438718604355	0.0	0.0	0.0	0.0	7.3739141828262305e-06	0.0	0.0016434742048126395	0.0
LINC00402	0.00044380088337505653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRERF1	0.0008259473487826818	0.0003167922295211122	0.0005565430692057505	2.7176130139013083e-05	0.0	1.5079289518757596e-07	0.0	0.0002490712596565965	0.0001976659107127312	0.00021005939508488957	0.00014061704710127023	0.00027507495624114013	6.059134060384011e-05	0.0002837294467985605	0.00011195579491994655	6.093311693227263e-05	0.00015588228206641678	0.0010788576749450965
SMOC2	0.0	0.00024683822100136064	0.0	0.0	0.0	0.00033208702359759676	0.0	0.00028258810976805696	0.0	0.0	0.0	7.422982557463124e-05	0.00011256715982668365	0.0	0.0040825269088436604	1.7506347845812746e-05	0.00023485432385497127	0.0
TMEM204	0.00020951304430494324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047695432450168824	0.0	0.0014298380845973937	0.0	0.004054136754840728	0.0
SH2D3A	0.0005298086929585134	1.4344873250814541e-06	4.313758139328813e-05	6.798461869812067e-06	3.932564491683116e-05	1.7659868026146205e-05	2.339990448580254e-05	2.8838765280586914e-06	3.371435268818848e-05	1.1021992687147617e-05	7.276525161694158e-05	4.5003112967688775e-05	0.0	1.6453272540481385e-06	3.266486914539774e-06	7.333083617665562e-05	1.5299634967325197e-05	1.966797733683945e-05
CCR8	0.0004887284935809749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.523748017059042e-05	0.0	0.0	0.0	0.0	0.0004047220600074422	0.0	0.0	0.0	0.00011354617901255155
XKR4	0.0	0.0008129613984293186	0.0013263779651595023	0.0	0.0	0.00020027426650271192	0.0	0.0	0.0	0.0	0.0	0.0021791631117056842	0.0	0.0	0.0	0.0	0.0	0.0
IKZF2	0.0005912120621328762	0.00042903566475695833	0.00047683352946961607	0.0002696068471097138	5.316745173875639e-05	0.00019162983065633957	0.0007599537494882024	0.00044502095893680834	0.0	0.0	0.0	0.0	0.00013122869261300324	0.00033194331575672406	0.000116921195676679	0.00013951854150990247	0.0	0.00024147909681521674
OMG	0.0	1.210807016511153e-05	0.0016705159123937864	0.0	0.0	0.0	0.00235447192988677	0.00035195568504474867	0.0	0.0	5.2911022500315124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERINC5	0.0003867831366704499	4.315879951247655e-05	0.002004055701537963	6.268618474656245e-05	0.00047196444999700966	0.0007674127224089254	0.0019050152364245843	0.0002232556202884775	0.0003100359276880646	0.0	6.107481159845814e-05	5.684674654818479e-05	0.0016448710392584697	0.00020909822333508386	0.0	7.346549893174228e-05	0.0004992105845109234	2.109646828751227e-06
ERAP2	0.0012786917495043427	0.0009652915038152381	0.0	0.00040514747941320896	0.00016970763482370484	0.00015322044821255645	0.00018703476105527128	0.0006454737988456617	0.0004937561050475803	0.0	2.624538604501643e-05	0.0	0.00016499735292036926	0.0002205676117039371	0.00013675524098900332	0.0015665881239818357	0.00035101992189410884	0.00012558450288018761
CPLX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041240464440403775	0.0	0.0	0.0	0.0	0.0	0.0
LINC01215	0.0004710192818885944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.310084687993234e-05	3.435023871414217e-06	8.492647570764914e-06	0.0	0.0	0.0	0.0	0.00044378228994316435	0.0	3.765658318250537e-05
HIST1H1B	5.9948342184920043e-05	0.0	7.867150751999536e-05	5.5553268072232674e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.483727305255825e-06	0.0006053146529571069	0.0	0.006124125953995159	0.0	0.00022603038166981463	0.0	6.60486131035112e-05
CDK1	0.0	0.0	0.0	8.186678160382088e-05	0.0	0.0	0.0	0.0	0.00012155234089358562	0.0005023513147137604	0.0	0.0	0.0	0.00983421456879929	0.0	0.0	7.994382351695183e-06	0.0
LINC00239	0.0005861260887396321	0.0	0.0	0.0	3.6592708931143646e-05	3.945791557990831e-05	0.0	0.0	0.0	0.0	5.616424200098763e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.1655677218217483e-05
CD207	8.661612086553999e-06	0.0	1.572129185198409e-05	0.0	0.0	0.0	6.043640825318489e-06	0.0	0.0003129207788063826	0.0002001996146411772	0.0	0.0	4.057263731471132e-05	0.00012187633343170553	0.0	3.442712849035884e-05	0.0	0.0005500716242556038
PIM1	0.0008275175508091763	0.0	0.00019018720495038338	0.0	0.0006019152276955655	0.00033668786875002326	0.0001722412181590362	0.0009266619267494835	0.00025696925828811427	0.0007946462710139714	0.00013289129352459363	0.00047984056571762676	0.00033438501823519865	0.0006884131999697662	0.0004801381424445365	0.001181835446755271	0.0002640159591175439	9.595433626786038e-05
DSP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.237443022147808e-06	0.0	0.0	0.0007518610715883776	0.0	0.00124069955362289	4.149197247386955e-05	0.0029007153877094447	3.919598113344328e-06
IGHV1-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003050818655896931	0.0	0.0
SORBS2	0.0	0.0004941223928270679	8.239255223442855e-05	0.0	0.0	0.0	0.0	0.0005768566070803681	0.0	0.0	0.0	0.0009769072770835444	0.00026299928850109696	5.810125870434989e-05	0.0034880776488633762	0.0	0.0013833812343737317	0.0
IGHJ5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034446584808045595	0.0	0.0
GUCY1A1	0.0	0.0	0.00020750537900226105	0.00019376190289964638	0.0	0.00016958411098930569	0.0	7.645457845604082e-05	0.0	0.0	0.0	0.00016133509617473617	0.0013858988585669662	0.0	0.004073246084902945	0.0	9.611181926634967e-05	4.973867607899104e-06
ARHGAP29	0.0	0.00044741403759200626	0.0	0.0	0.0006200194006853877	0.0008929087105674119	0.0	0.0009330803492957712	0.0	0.0	0.0	0.0	0.0003432112789085227	0.0	0.002747407119565829	0.0	0.002652577553030321	0.0
CCL18	0.0	0.0	0.0	0.0	4.779536452721056e-06	0.0	0.0	0.0	0.0006052088278844748	0.0003395155583990788	0.0	0.0	8.894454155978756e-05	0.0	0.0	0.0	0.0	0.0
BHLHE41	0.0	0.00011685929650297849	0.0	0.002318856333920653	0.0004332871921922287	0.001650069909525233	0.0013214689856014723	0.0003501153237149217	0.0	0.0005336811349553933	0.0	0.0	0.0004990411045536907	0.0	0.0	0.0009007646073673942	0.0	0.0
QPCT	0.0	0.0	0.0	0.0	0.0	0.0004412307365875352	0.0	0.0	0.0003200090528928921	0.0	0.0024625855115566328	0.0	5.3396830238024775e-05	0.0	3.244342340597093e-06	0.00119685214610312	0.001690074528155794	0.0004928618731584768
ACAN	0.0	0.0	0.00012397330818044545	0.0	0.0008540382146815124	0.0	4.1423686952471144e-05	0.0	0.0	0.0	0.0	0.0	0.00021740451903023977	3.812944893822408e-05	0.0017386861238203144	0.0	0.0	0.0
MYOCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004884457226089462	0.0	0.0	0.0
UNC13D	0.0007209592723975156	0.0	8.26392976388919e-05	0.00032178092872494013	6.290848812796863e-05	0.0	2.284790394814767e-05	9.76271964913237e-05	0.0006557413627413777	0.0	0.0007449269123393082	0.0	0.0	7.201855577879664e-05	0.0	0.0002149810294136267	0.0	0.0011428324677065767
IRS2	0.0003528316928297185	0.0016513052892454922	0.0006343893912904487	0.0008619857736022527	0.0027055035308846433	0.0007745138383092478	0.0006180598160739613	0.0010727368929350516	0.00014336547643033844	0.0021383028058550952	0.0018231393366291177	0.0003435639012807821	0.0	0.0	0.00020157387314555345	5.337690324928156e-05	0.0	0.0012099815279180528
P2RY14	0.0001419232478148841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004875552090449636	0.00024790647418586765	2.5314355650768467e-05	0.0	0.0	0.0	0.0011445659544807919	0.0007708410970047698	0.00026000914132959425	0.002354827741986877
ARHGAP26	0.0004643797419230572	0.0005091665104747633	0.0	0.0011593920670770598	0.0002233805328837361	0.0007514190721642653	0.0	0.0	0.0006889943871902576	0.00010193405976849418	0.0015724225533996674	0.0002113777932184109	7.317275269081724e-05	0.00017957756395178825	0.0004255783264587598	0.0	0.0006031131813237453	1.9655858615991658e-05
POU2AF1	0.0	0.0	0.0	0.0	0.0	0.0	0.00010249362158256535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007987009923107368	0.0	0.0
SNX22	1.8880679579017492e-05	0.0	0.0019676904441707425	6.039265444173201e-05	0.0	3.919106608453413e-05	0.0011711846047597018	0.0	6.385309579225922e-05	0.0	2.8962755616210224e-06	3.333745599929351e-05	6.967620046637234e-05	7.604853100785891e-05	0.0	0.00035752880367024377	6.530172418465159e-06	6.733160581160884e-05
ARHGEF1	0.001293650081935298	0.00012602807032048515	0.00016265621753828923	0.0004658472159590569	0.00023876219095504117	0.00015444537503134776	0.00014825428116118253	5.775811148754533e-05	0.0002997795348836339	0.0	0.0004312381237252812	9.465896228175892e-05	0.00022930854789450638	0.00015352102503298607	6.516308638409802e-05	0.0003196569173193448	0.0002496706583357437	0.00034028328667222966
PCP4	0.0	0.0	4.646879429636616e-05	0.0	3.935660333331199e-07	0.0	0.0	0.0004931265343004086	0.0	3.0467752974575234e-06	0.0	0.0028383566929893883	0.0	0.00014819235579189113	2.5688911441350706e-05	0.0	0.0	0.0
KIR2DL4	0.0003849722121247176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.184352947516004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014875457736239123
PTPRT	0.0	4.269524670687809e-05	0.0015408763010895756	0.0	0.0	0.0	0.0	5.036102681668777e-05	0.0	0.0	0.0	0.0005612473264242186	0.0	0.0	0.0	0.0	0.0	0.0
SERPING1	0.0	9.534058839680153e-05	0.0	0.0007220403773017327	0.0	0.0013659201649588563	0.0	0.0026366368476394234	0.0004465215377659319	0.0	0.0	0.00015038024595502935	0.0004808462103498109	0.0	0.0018710633874102326	0.0	0.0001772966599143564	0.0
KIF4A	0.0	0.0	0.0	0.0	0.0	0.00011846703481127188	0.0	0.0	0.0	0.0	0.0	0.0	0.0004293543741516154	0.010410688815229675	0.0	0.0	0.0	0.0
EPHA1	0.0006468384156845209	1.7177879851040887e-06	2.252503461903714e-06	0.0	1.0884347629052598e-05	2.4508227938112016e-05	0.0	0.0	0.0	0.0	0.0	7.90253586137841e-06	0.0	0.0	0.0	0.0	5.942976983613409e-06	0.0
AIF1L	0.0	0.001163037071938184	0.0005218185100947377	0.0	0.0	0.0	0.002500899686605396	0.0	0.0	0.0	0.0	5.5317565607414473e-05	0.0	0.0004742188948874416	0.0006719361202527106	0.0	0.0007239604189305004	0.0
DKK1	0.0	0.0	0.0	2.145799832225594e-05	0.0	0.0026780431443701462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011106302822741761	0.0	0.0
CDH19	0.0	4.213426400928651e-05	0.0	0.0	0.00031839885237516314	0.0	0.002174697730404179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARRDC2	0.0006487892547777117	1.0342165860218189e-05	0.0	0.0007521008550111036	0.0004168710049419361	0.0	0.0016043084391885298	6.973302650676695e-05	0.0007040374527713323	0.0	0.00011053036062566761	0.0	0.00032712859803174065	0.0	0.0003662215333426327	1.2671905482567045e-05	0.0008820514600001546	0.0004584189844344245
PDE5A	0.0	0.0	2.0022257319794516e-05	0.0	0.0	0.0005138541040950782	0.0	0.0	0.0	0.0	0.0	0.00025723603938718144	0.0003659153653620479	0.0	0.0054198833207762045	0.0	8.481611624524284e-05	0.0
PLK2	0.00013795747639617158	0.0005305593070546491	0.0004761786413699622	0.0	0.0	0.0012989849777421867	5.727584606549857e-05	0.0	2.632985018874333e-05	0.0015509410559332317	4.763993226981529e-05	0.0009626164775694142	0.0007203703924784124	2.87617472272651e-05	0.0005624457477085482	5.6536089224874704e-05	0.0011581412486070073	4.028197454245794e-05
SYTL2	0.0005184560974623861	0.00030525245684311184	0.0	0.0	0.0022282367400601245	0.0006985946005376173	0.00037939572694162466	0.0014430842085653157	0.0	0.0	0.0	0.0	5.362479310342745e-05	0.0	0.0013225725917097705	0.0	0.0	0.001248817820914801
CDH11	0.0	0.0005033285578567428	0.00048103637951901133	0.0	0.000542831517115263	0.0014226585455266083	9.674748938159914e-05	0.0021366275075631993	0.0	0.0	0.0	5.868423896472566e-05	0.00280664028471167	0.00043899081445252256	0.0011348955601088184	0.0	0.0007847468328572168	0.0
SPON1	2.294735895330765e-05	0.0009505938983179712	0.0005125398272425451	5.4033819434838495e-05	0.0	0.0	0.0	0.0020417361115578803	0.0	0.0	0.0	0.00020107668173307186	0.0003240949083954739	0.0	0.00021822335804918714	7.922976922623022e-05	0.0	0.0
NFE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7881404031689e-05	0.00010321675540584292	0.0	0.0016467944426724569	0.0	0.0	5.1233130092633584e-06	0.0	0.0	0.0	0.000500479298054968
IGHV4-34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032002396648099884	0.0	0.0
TRAF5	0.0009938807861883188	0.00028223215173083427	1.2753125586106828e-05	0.00022214076044942339	0.00021542836644609253	0.00024623879411397637	0.0	0.00023854113696772887	2.6885576383676185e-06	1.687079981774441e-05	0.0	0.00046551652827649245	0.00021202174976800138	0.00026000855257832283	0.0007823715532170654	0.00046443627745549086	0.00019889744090212678	0.0009719548219308552
STX3	0.00011250481598434833	0.0	0.0	0.0003803200429537871	0.0004157381004317778	0.00024170855422630256	0.0002715428945673963	0.00026736992287879947	0.0003953132780701983	0.0	0.0020664053413800023	0.00026122796499888006	0.000392114908885827	0.0	0.0	0.0	0.0007500530164825599	0.00227676527335582
H1F0	0.0	6.868411739905214e-05	0.0017718862061291603	0.0008641734878955799	0.0015246991026651338	0.001299755117147544	0.0002853602190808911	0.0008806473394471445	0.00028956137413063167	0.0006521588519039233	3.126883805671445e-05	0.00012969843929774456	9.21292176608891e-05	0.0	0.0008550529619639072	0.00011291492998207869	0.0003830513770753136	0.0006298691467294898
FLT3	3.4892526693849745e-05	0.0	0.0	0.0	0.0	0.0	4.238383588746176e-05	0.0	0.001030797117318607	0.0006497145807829508	0.00010896828821719533	0.0	0.0	0.0	0.0	0.0011005332129792056	0.0	0.0004714179704387066
SNX10	0.00020363698103022623	0.0004467116777963817	0.0	9.813250830217992e-05	0.00024161292843957762	0.0016019122464283112	0.00018265952477309008	0.0017116153704655557	0.0012289881946307684	0.0005381324343876708	0.00073451617269476	0.0005783247455206298	0.0	0.00025902006600465925	0.0	3.1224228610744936e-05	0.0	0.00046572041720448014
S1PR3	0.0	0.00017759622210944322	0.0	0.0	0.0004012595106587331	0.0006306387978504709	0.0	0.0007748973040551184	0.0	0.0	1.8518641743430235e-05	2.0418246277826745e-05	0.001772001752143002	0.0003490471318690475	0.0031652484510901408	3.379605080393685e-05	0.00023118292503401225	0.0
IL1R1	6.196790661172859e-05	0.0	0.0	0.0	0.00011300865830875634	0.0012317971286874602	0.0	0.0006967066267322234	0.00014932821235644716	0.00040355858779314693	0.00068840330518234	0.0	0.0028851979675853833	0.0	0.0006292097963311008	0.0	0.0003093992306284275	6.290939983198335e-05
GOLGA8B	0.0011157894855221926	3.114871858889006e-05	0.0009758900327556694	4.377227752202348e-06	0.0005281325670774104	0.0005079747846409587	2.134036468366898e-05	0.00022839040809900457	0.0	0.0	0.0	0.00040502563479667697	9.65889493130349e-05	0.0	9.981592622217355e-05	0.000598699951445157	6.41474903116626e-05	6.570319944446255e-05
SLC16A3	0.00011168734569574646	0.0	0.0	0.0009841990270676344	0.0009438390226311368	0.0001590998730538301	0.0	0.0	0.0013326395103592061	0.00036835378088912287	0.0010535911739084313	0.0	0.002098670237162613	0.00016168532045798026	0.0	0.00014145317869992418	0.00020214373125388978	0.0005697512023339556
CYFIP2	0.0014992412628086703	0.0006727738981346221	0.001033857045472646	0.0	0.00017126753120524964	0.0003482653772485229	0.0002482415910860725	0.000145229842437537	0.0	0.0	0.0006029461467063137	0.001178453616025375	0.0	0.00021648057595670224	0.00048452622064247206	0.00017541322656859022	0.0	0.00024111975635176996
HOOK1	0.0004275582107118438	0.0	0.0	0.0	2.897063340447252e-06	2.751165665905861e-05	0.0	2.467917571928564e-05	0.0	0.0	0.0	8.475936198303828e-05	0.0	0.000133527107235653	0.0	0.0016400131477738754	0.0	0.0
ANGPTL2	0.0	0.0008124652068035271	0.0022700109189952022	0.0	0.00014468796072395724	0.0005563480572063575	0.0007120293246967805	0.00046564544551512093	0.0	0.0	0.0	0.0	0.0018174051816297956	0.0	0.0	0.0	0.0006300004584783416	0.0
TNFRSF13B	0.00018712789286702582	0.0	0.0	6.407128551475363e-07	0.0	0.0	0.0	0.0	5.908294146273491e-06	0.0	1.0258204702678645e-05	0.0	0.0	8.41726250924596e-06	0.0	0.0018797300060684008	0.0	5.073656813818495e-05
TNIP3	0.0005642089488139584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67182235134266e-05	0.0003038039451164237	0.0	0.0	4.475096022927535e-06	0.0	0.0	0.0	0.0	0.0
AC233755.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002974415307167888	0.0	0.0
AC092746.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001506596060318386	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HELB	0.0008165702456395191	0.0002357863184035767	4.459842647145225e-05	9.427357967537878e-05	9.4526857506979e-05	0.00023177853676283958	0.0001236818406733087	0.00016521601580815872	0.00011367857565986588	0.0	0.00011497533162448471	0.0001037593724188073	5.890218023824059e-05	7.002776290679973e-05	9.828255475472986e-05	1.636124316953278e-07	9.134706355437723e-05	0.00015924345008024588
C15orf48	0.0	0.0	0.0	0.0	0.0001935263678762884	0.0	0.0	0.0	0.0009127370185579277	0.0016767567497949856	0.0	0.0	1.4267392462120278e-05	0.0	0.0	0.0	0.0	0.00011413379739053176
IGHV4-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002720977350207098	0.0	0.0
KIAA0040	0.00038856989349015313	0.0009775829176621874	0.0	0.00018940183406254943	3.109299652560343e-05	0.00010245166031685718	0.0	0.001076489849213581	0.0002371036155223008	5.599568082113606e-07	0.0011648979280967301	0.0	0.0	0.00023841609230043772	0.0013724305430052697	0.0005383678235994575	0.00045889493525959086	0.0001805329339799787
BMP7	0.0	0.0021182634926776786	0.0011535500427408835	0.0	0.0014982325289756065	6.653304508087246e-05	0.0008900216269184322	0.0001725147242745515	0.0	0.0	0.0	0.0	1.522411253195047e-05	0.00025472168222799894	0.0	0.0	0.0	0.0
TGFBR2	0.0010726057829423756	0.0	0.0	0.0016820571078167174	0.0	0.0005863120877853203	0.0	7.39524456385278e-05	0.0009787765102536638	0.0	0.0005014926953732138	0.0	0.0007971579503115374	0.0	0.0009999629592201292	0.00026924089357241096	0.0016009843481400413	0.00043731293976180443
HCST	0.0010140013801215404	0.0	0.0	0.0005594274249526065	0.0	0.0	0.0	0.0	0.0006076485148330993	0.00044540895081780486	7.865506777376185e-05	0.0	0.0	0.0	0.0	6.569416436133746e-05	0.0	0.00011670184132850088
TYMS	1.8077444156712226e-05	0.0004900592147715276	5.4379346763637535e-05	0.0	0.0002295935834047868	0.00034346774267297864	0.00046555832931657393	0.0	2.240504021326599e-05	0.0	0.0	0.0011501446955343414	0.0006150043170324446	0.0073201802135339725	1.392900087323899e-05	0.0	0.00012600110277223564	0.0
CPPED1	6.83486343058547e-05	0.0	0.0	0.00025853960494641215	7.952646123063125e-06	0.0001322985622780656	0.001087148694249461	0.0	0.0008750608141811058	0.00010147169968259721	0.002307397104753384	0.0	0.0004978891700371085	0.00014898859757702567	0.0006332578465020537	3.960982616275769e-05	0.00043093328581377547	0.0008899070799543484
IGLV2-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8283698480637292e-05	0.0	0.0024266222108262755	0.0	0.0
KLRF1	0.0004452951428963578	0.0	7.653842061726407e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29484596151304e-05	7.291045665666672e-05
OAS2	0.0007592182955615934	0.00034212417683943976	0.0	0.00064360242475825	0.0	4.924032965436233e-05	0.0	0.0001333671841098136	0.0006213275248665976	0.0	0.0	0.0	0.0007450959117646789	0.0002190363540811594	9.398936834465309e-05	0.000270865544158365	0.0008053807025496382	0.0
PREX1	0.0009494408757482208	0.0014073125975703246	0.0	0.0014048970909896707	7.740332353518445e-05	3.886752576881753e-06	0.001614841531420911	0.0008534909077332465	0.000994960147999543	0.00051604531410334	0.001692835064484385	0.0	0.0	0.00018248512137799774	0.0	1.1021689613101273e-05	0.0007778952724294662	0.0
ENO2	0.0001485178026157531	0.0	0.0013754155905624872	0.0	0.003988948292532237	0.0003864048247849749	0.0007947319027966966	0.0004664321159073832	0.0	1.5828894531251445e-05	0.0	0.002087705458353785	0.0005200198490424957	0.00030849864758720444	5.44518047592333e-05	0.00014641325423888382	0.0	0.0003569815617114063
BEST3	0.0	0.0004048380416097852	0.0019669511745052386	0.0	0.00022663416779701524	8.936876603852726e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007032447370869741	0.0	0.0	0.0	0.0
NAIP	0.0001506737149082253	0.00022937600157260613	0.0005198681205481178	0.0016169261428584177	3.28411938576837e-05	0.00021432211947860602	0.0005300420647036864	0.00010308277646674581	0.001788721639483522	0.0	0.00047550513754637526	0.00037413043503223964	0.0	0.00039192271019996476	8.082116263788583e-05	0.0	0.00014221140429757407	2.7353902213791134e-06
AHNAK2	0.0	0.0	0.0	0.0	0.0015056978404213324	0.0018476129330021608	5.7185816323838566e-05	0.001265595091858905	0.0	0.0	0.0	0.0	0.000677662558795905	0.0	0.0	0.0	4.825271362658699e-05	0.0010300589883369966
ITGAD	0.00019891462485973927	0.0	1.0942242931029796e-05	7.765487813342878e-05	0.0	0.0	0.0	0.0	9.563613307646423e-05	0.00013072016904549998	5.039757631418571e-06	0.0	0.0	0.0	0.0	0.0	7.732724156953884e-06	0.00011810182999067765
PCDHGA12	0.0	0.0	0.001250422659302631	5.222484977676041e-06	0.00020044455256286667	0.0	0.0	0.0014857830916429795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4514343906681116e-05	0.0
MMRN1	4.501755477860411e-05	0.0	0.0	0.0005124034869425296	0.0	0.0	0.0	3.9220201690842955e-05	0.0	0.0	0.0	7.25533923998338e-05	0.0	0.0	0.0	0.0	0.0029806957202680793	0.0
DOCK11	0.0009213846133610408	0.0	0.00021848810383154338	0.0010466057953124489	3.083234081555114e-05	0.00026307963849706164	3.127678675177144e-05	0.00011549124993136263	0.0006823905257656865	0.0002542629920627196	0.0008293455589693604	0.0003461712557529026	0.0002814925527480936	0.0005343112885334244	0.00033432036142993154	0.000303477794375028	0.0	0.0011325924394807259
LILRB1	0.0	0.0	0.0	0.0016172126711273879	0.0	0.0	0.0	0.0	0.0018159977382979974	0.0	8.992413238258055e-05	0.0	0.0	0.0	0.0	0.0006006354670204166	0.0	0.0
LRP4	0.0	0.0009316558365613725	0.0022370541550631017	0.0	0.0005564919179302157	0.0001939739621811321	0.000837770999258108	0.0003036738559357784	0.0	0.0	0.0	0.0	0.00011972088619253262	0.0	5.142227629158072e-05	0.0	8.781615222066855e-05	3.1833192848318354e-05
PDE4B	0.0011590889398546728	0.0012809688361532412	0.0009609796657145389	8.299459432454728e-05	0.0	0.00022509532640057668	0.000607161053566658	0.0006971214091584143	0.0002165261981978156	0.0034955379521023865	0.0012941799806597792	4.404983779968859e-05	0.0	0.0	0.0	0.0014501452274234285	0.00013828321123808787	0.0
GRIA1	0.0	0.0018988497028742425	0.0010640030805490225	0.0	0.00024365546567982083	0.0004100384631844902	0.0	0.00037655156190599133	0.0	0.0	0.0	0.0002568074424202141	0.0	0.0	0.0	0.0	0.0	0.0
