	Treg	Cycling	Naïve/Memory	Effector
HIST1H4C	-0.000753948	0.001277272	0.000433341	-0.0004141
HIVEP1	0.000997141	-6.65E-06	2.65E-05	-7.81E-05
HJURP	-0.000322586	0.003506741	-0.000175075	-0.000293364
HKDC1	-0.000202648	7.16E-05	0.000340623	-0.000140725
HLA-DMB	0.000411336	0.001276696	-0.000133804	0.00036827
HLA-DPA1	0.001836206	0.001897121	-0.000378379	6.53E-05
HLA-DPB1	0.0017355	0.001113695	-0.000256637	0.000246183
HLA-DQA1	0.001343037	0.001295786	-0.000294403	-1.81E-05
HLA-DQB1	0.00120515	0.001412201	-0.000150246	-7.30E-05
HLA-DRA	0.001524787	0.001732372	-0.000441245	0.000226543
HLA-DRB1	0.002273657	0.00196052	-0.00044905	4.30E-05
HLA-DRB5	0.001266372	0.001306122	-0.000206409	6.02E-05
HLF	0.002029896	-0.00025641	-0.00020443	-0.000257383
HLTF	0.000120882	0.000741912	4.01E-05	0.000389525
HMCN1	0.000819718	-0.000112381	-0.000175826	1.76E-05
HMGB2	-7.13E-05	0.003791428	0.000194616	-0.000281062
HMOX1	0.001385676	-8.22E-05	-0.00022674	0.000308758
HNRNPAB	7.73E-05	0.003180421	-0.000116557	0.000935885
HOOK1	-0.000497887	0.000476714	0.000338568	-0.000172962
HOPX	-0.000399301	0.000168167	-0.000527916	0.00345767
HOXA5	-6.98E-05	-1.06E-05	-0.000129945	0.000768996
HOXA9	-5.98E-05	-8.62E-05	-7.23E-05	0.00059501
HPCAL4	-0.00022718	-0.000107552	0.000303936	-0.000260022
HPGD	0.001506823	1.80E-05	-0.000263278	0.000375818
HPGDS	0.000232699	-0.000102629	-2.02E-05	0.000385289
HRH4	8.08E-05	1.95E-05	2.11E-05	-5.89E-05
HS3ST1	0.00022563	-1.97E-05	-3.27E-05	8.96E-05
HSD17B1	0.000199762	-8.67E-05	-6.02E-06	0.000314333
HSDL2	0.000641168	0.000739927	-2.74E-05	0.000246262
HSP90AA1	0.000488149	0.001143091	0.00031408	3.71E-05
HSP90AB1	0.000400481	0.00151447	0.000379557	0.000618447
HSPA12A	0.000407745	-4.94E-05	-1.13E-06	-0.000180928
HSPA1A	0.000520939	-2.08E-06	1.01E-05	-5.04E-05
HSPA1B	0.000455443	4.32E-05	-1.10E-05	-9.43E-05
HSPA6	0.000312565	-7.43E-05	5.66E-06	0.000133331
HSPB1	0.000938524	-4.86E-06	-9.21E-06	0.000148046
HSPD1	0.000182922	0.001302284	0.000258257	0.000227979
HSPE1	0.000271679	0.001170915	0.000174737	0.000308141
HSPH1	0.000105388	0.000361692	0.000410843	-8.31E-05
HUNK	3.21E-05	-2.79E-05	-1.20E-05	7.26E-05
ICA1	0.002799483	-0.000173238	-0.000463192	-0.000336723
ICAM1	0.000318553	0.000275131	-0.000208132	0.001065148
ICOS	0.003396797	0.000483004	-0.000257053	-0.000809567
ID2	-0.000561709	0.000463642	0.00034216	0.001913985
ID3	0.000648427	-5.47E-06	-0.000121172	0.000316459
IDH2	0.000257047	0.002857988	-7.38E-05	0.000673736
IER3	-1.55E-08	5.50E-05	-2.00E-06	0.000491239
IER5	0.000384714	0.000196588	0.000235936	0.000563365
IFI27	0.001040287	8.43E-05	-0.000210486	6.73E-05
IFI44	0.000694596	0.000294095	0.000352145	-0.000224775
IFI44L	0.000154917	1.42E-05	0.000365269	-0.000112783
IFI6	0.001650063	0.000435105	-0.000113737	0.000106348
IFIH1	0.001244692	0.00016865	3.64E-05	5.18E-05
IFIT1	0.000495027	-7.69E-05	0.000145524	-9.48E-05
IFIT2	0.000177381	0.000157705	0.000120137	6.03E-05
IFIT3	0.000475638	0.000166743	0.000122775	5.43E-05
IFNG	2.89E-05	0.000555116	4.66E-07	0.000307907
IFNGR1	-0.000360501	0.000149515	0.000335411	0.000646209
IGF1	8.62E-05	3.94E-05	3.38E-05	-1.12E-05
IGF1R	-0.000598099	0.000392272	0.000219735	0.000486243
IGF2R	0.001191192	0.000110462	-0.00011531	0.001311474
IGFBP2	-0.000176121	0.00014106	-0.000295167	0.001692727
IGFBP3	-0.000201101	8.32E-05	0.000231022	-0.000127207
IGFBP5	3.94E-05	5.71E-05	1.04E-06	5.21E-05
IGFBP7	-0.000101258	0.000142722	-0.000400163	0.002124806
IGHA1	-0.000129628	1.28E-06	1.53E-05	-2.79E-05
IGHD	-9.95E-05	-4.44E-05	3.47E-05	-7.73E-05
IGHG3	-0.00027648	-0.000176233	9.52E-05	-0.000306724
IGHM	0.000137277	6.95E-05	-8.42E-05	0.000147636
IGKC	-0.000400099	-0.000206887	0.000145592	-0.000309505
IGLC1	-0.000132685	-4.83E-05	4.45E-05	-0.000123973
IGLC2	-9.47E-05	-0.000111246	3.64E-05	-0.000142978
IKZF2	0.004357818	-0.000170681	-0.000867007	0.000156705
IKZF4	0.00207374	-0.000246303	-0.000320825	-0.000233428
IL10	0.000545365	7.34E-05	0.000115155	-0.000182254
IL12RB2	0.001248411	0.000382974	-0.000319561	0.000593624
IL17A	-2.72E-05	2.55E-05	1.83E-05	-4.66E-05
IL17RB	0.001190264	-0.000140178	-0.000169094	-6.85E-05
IL18R1	0.001692819	-0.000165469	0.000134801	-6.14E-05
IL18RAP	7.66E-05	-0.000201595	-2.49E-05	0.001284486
IL1B	0.00019194	-5.01E-05	-3.07E-06	0.000173298
IL1R1	0.003343703	-0.000385799	-0.000570935	-0.000240324
IL1R2	0.002287169	-0.000234058	-0.000366243	-0.000151071
IL1RL1	0.001147722	-0.00019813	-0.000202459	0.00015911
IL2	-7.52E-05	0.000105878	9.48E-05	-9.96E-05
IL21	5.98E-05	0.000160405	1.12E-05	-8.22E-05
IL22	-4.21E-05	-3.81E-05	4.48E-05	-6.94E-05
IL2RA	0.004631844	-0.000444563	-0.000784175	-0.000320644
IL2RB	0.001628563	-4.55E-06	-0.000953337	0.003980211
IL32	0.002774229	0.000912442	8.95E-05	-9.74E-05
IL4I1	0.000242925	-5.23E-05	0.000115869	-0.000107572
IL4R	0.00077169	2.22E-05	0.000303048	0.000154806
IL6R	0.00069461	-0.000130653	0.000350996	-0.000947851
IL6ST	0.000501803	-0.000129654	0.000564281	-0.000812755
IL7R	-0.001118803	-0.000446518	0.001470841	-0.001592542
ING2	-9.50E-05	0.000702501	0.00011557	0.000445888
INO80D	0.000184818	0.000137102	0.000227093	0.000314364
INPP5F	0.001190905	-2.02E-05	-0.000159633	5.05E-05
INSIG1	0.000706342	0.00085994	-0.000102733	0.000403664
IPO9	0.00033024	0.000817155	0.00017509	0.000429272
IRF1	0.00037868	0.000905665	0.000416511	0.000573951
IRF4	0.001233063	0.000806767	-0.000246772	0.000658651
IRF8	-0.000261339	-4.41E-05	-0.00050623	0.002801983
IRGM	-0.000143725	2.22E-05	0.00015311	-6.86E-05
IRS2	-0.000217477	-0.000146443	0.000330874	0.000630279
ISG15	0.001130462	0.000463171	-5.75E-05	0.000238427
ITGA1	-0.000303829	0.000818786	-0.000139118	0.001770397
ITGA2	0.000302889	0.000291338	4.71E-05	-9.86E-05
ITGA6	-0.000948724	-0.00014054	0.000890203	-0.00064648
ITGAD	-0.000201231	-8.96E-05	-0.000428369	0.00208243
ITGAE	0.000494316	0.000529386	-0.000286432	0.001563637
ITGAM	0.000234338	0.000363675	-0.000430521	0.001949575
ITGAX	-0.000210917	-0.000315485	-0.000649945	0.003492915
ITGB1	0.000488102	0.00056987	0.000484286	0.000315943
ITM2A	0.001123399	0.001144871	-2.27E-05	0.000326872
ITM2C	1.91E-06	0.001228017	-0.000242962	0.001608443
ITPR1	0.000868409	7.50E-05	0.000132906	0.000219247
ITPR2	0.000332821	0.000294051	0.000224723	0.000628447
ITSN1	5.50E-06	5.33E-05	8.14E-05	4.78E-05
JAG1	-9.01E-05	0.000293827	-0.000347887	0.001750554
JAKMIP2	4.04E-05	9.55E-05	0.000111355	0.00071357
JAKMIP3	5.87E-06	-4.40E-05	2.70E-05	2.03E-05
JCAD	-7.53E-05	0.000104748	-5.55E-05	0.00041388
JCHAIN	-9.36E-05	-5.40E-05	4.13E-05	-0.000128019
JMY	0.000643024	-4.37E-05	0.000239996	0.000107051
JRK	0.000364812	0.000213486	2.53E-05	0.000332211
JUN	-0.000911184	1.64E-05	0.000757265	-0.000535513
KAT6B	0.000185199	0.000209529	0.000193751	0.000777695
KATNAL1	0.000273456	0.000526394	0.000164053	0.00011854
KCNE1	6.32E-05	-3.94E-05	-4.14E-05	0.000214405
KCNK6	0.000581872	0.000301845	3.77E-05	2.73E-05
KCNQ1OT1	1.08E-06	-3.59E-05	0.000102097	0.000216755
KCNQ3	2.25E-05	0.000603867	2.11E-05	-9.49E-06
KCTD12	0.000203404	0.000108293	8.65E-05	-2.11E-05
KCTD16	1.92E-05	-3.59E-05	-4.42E-06	8.66E-05
KDM5D	0.000439884	-0.000198954	0.000359709	-5.73E-05
KDM7A	-2.26E-05	-0.000152989	0.000310039	0.000169677
KDSR	0.000336062	0.000151954	0.000425405	-0.000549973
KIAA0232	0.000695305	0.000383136	0.000110943	0.000199611
KIAA0586	0.000272188	0.000158289	0.000246945	-3.32E-05
KIAA1614	0.000167772	-5.31E-05	2.35E-07	8.24E-05
KIF11	0.000235653	0.002946415	-0.000297093	-9.75E-05
KIF13A	-3.18E-05	0.000112157	-6.69E-05	0.000650971
KIF13B	0.000108908	0.000497563	0.000170983	0.000653864
KIF14	-2.90E-05	0.002407976	-0.00014869	-0.000124601
KIF15	-0.000495539	0.005248585	-0.000288576	-0.000358181
KIF16B	0.000254522	0.000204663	0.000133286	1.41E-05
KIF18B	-0.000325665	0.002881426	-0.000107398	-0.000284959
KIF1B	0.000499635	0.000136356	0.000149573	0.000120979
KIF20B	0.00090249	0.001013959	-5.13E-05	-4.97E-05
KIF21A	-7.44E-06	0.000935134	0.000181899	0.000346699
KIF23	-0.000101769	0.002620897	-0.000129382	-0.000279758
KIF4A	-0.000109995	0.003395493	-0.000202509	-0.000275843
KIF5A	-1.20E-05	-6.03E-06	4.40E-05	3.86E-05
KIF5C	-0.000135908	0.000412855	0.00031035	-0.000335054
KIF7	4.66E-05	0.000261819	-0.000149894	0.000711687
KIR2DL1	-0.000242684	-8.45E-05	-0.000416087	0.002173573
KIR2DL3	-0.000241477	0.000175018	-0.000432267	0.002145247
KIR2DL4	-0.000140144	-0.00020221	-0.00062295	0.003080961
KIR3DL1	-0.0002378	0.000128505	-0.000316093	0.001623599
KIR3DL2	-0.000188052	0.000170558	-0.000310976	0.001551402
KIR3DL3	-0.000250141	0.000997721	-0.000237184	0.001035994
KIT	0.000115769	-0.000157734	-0.000106328	0.000842646
KLF2	-0.001523874	-0.000167855	0.001131648	-0.00091358
KLF4	-0.000113745	2.43E-05	5.29E-05	0.000334783
KLF5	-0.000287168	-3.47E-05	0.000193461	-0.000192473
KLF6	-0.000895593	-6.82E-05	0.00124216	-0.000686597
KLF7	-0.000261086	-4.05E-05	0.000319159	-0.000137844
KLHL23	-4.76E-05	4.30E-05	-0.000195602	0.000926994
KLHL42	0.000570109	0.000306431	8.48E-05	0.000160462
KLKB1	2.20E-05	-3.16E-05	5.57E-05	-5.36E-05
KLRB1	-0.000459101	-0.000235936	0.000167452	0.001737882
KLRC1	-0.00030587	-0.000129625	-0.000596036	0.003302611
KLRC2	-0.000221937	-0.000177637	-0.000397359	0.00234977
KLRC3	-0.000305272	-5.82E-05	-0.000413807	0.002484697
KLRD1	-0.000780883	0.00014098	-0.00070974	0.004557641
KLRF1	-0.000428676	-9.47E-05	-0.000431647	0.002657744
KLRF2	1.11E-06	8.48E-05	-0.000343841	0.001715412
KLRK1	-0.0008809	0.000496697	-4.63E-05	0.00277823
KNL1	0.000291084	0.003038812	-0.000311709	-7.97E-05
KNOP1	0.000126199	0.000430512	0.00016251	-0.000125772
KNTC1	5.07E-05	0.0021463	-0.000118225	0.00031648
KRT1	-4.84E-05	-1.58E-05	0.000134538	-5.77E-05
KRT72	-0.000172637	-0.000115514	-5.60E-06	0.000523262
KRT81	-0.000146988	-0.00012636	-0.000636832	0.003163255
KRT86	0.000208294	-0.000100586	-0.000626787	0.002737902
L3MBTL3	0.00028618	5.61E-06	0.000297016	-0.000201964
LAG3	0.001291834	0.000379011	-0.000127214	9.12E-06
LAIR2	0.001614171	-0.000167017	-0.000340257	0.000363831
LAMA1	-2.16E-05	-3.56E-05	1.92E-05	4.58E-05
LAMP3	0.00033519	0.000373109	8.05E-05	-0.000157301
LANCL3	-4.36E-06	0.000178321	-6.04E-05	0.000507423
LAPTM4B	0.003118118	6.85E-05	-0.000528337	1.61E-05
LAT2	0.000410052	-7.16E-05	-0.000638583	0.002754146
LAYN	0.004131695	-0.000303102	-0.000874732	0.000254101
LCOR	0.00026507	0.000668404	0.00014513	0.000556778
LCORL	0.000345428	0.000345167	2.10E-05	0.000193437
LCP1	0.000838138	0.003153822	-2.80E-05	0.001920546
LDB2	-9.64E-05	-5.31E-05	-0.000289945	0.001534387
LDHA	0.000634747	0.002461558	0.000171449	0.000827849
LDLR	2.61E-05	0.000265249	0.0001425	0.000255696
LDLRAD3	3.24E-05	0.000129093	1.63E-06	0.00021168
LDLRAD4	0.000623933	0.000128164	-0.000147523	0.001289153
LEF1	-0.000838423	-0.000118248	0.000786881	-0.000732836
LEPR	0.000299911	-7.58E-06	1.16E-05	0.000121614
LGALS1	0.001645405	0.001211247	-0.000175082	0.000730787
LGMN	0.000182183	4.93E-05	2.59E-05	0.000132785
LGR6	-0.000285118	0.000457279	1.03E-05	0.000616334
LHFPL2	0.000449024	9.12E-05	-2.34E-05	0.000194129
LIF	0.000154228	9.29E-06	-2.56E-05	0.000224293
LIG1	-0.000316956	0.003458869	-3.57E-05	0.000136161
LILRB1	-0.000149221	3.67E-06	-0.000192282	0.001137613
LIMA1	0.001358121	0.000661945	-8.66E-05	-5.08E-05
LINC00173	-8.65E-05	-2.12E-05	7.89E-05	-9.36E-06
LINC00342	0.000313796	0.000340323	0.000383664	4.47E-05
LINC00384	-1.41E-05	-1.27E-05	2.38E-06	-2.09E-06
LINC00487	-3.17E-05	-3.59E-05	3.50E-05	-4.04E-05
LINC00659	0.000136243	8.62E-06	3.33E-05	3.40E-05
LINC00662	3.84E-05	5.82E-05	0.000162004	-7.14E-06
LINC00824	-2.84E-05	-2.60E-05	5.67E-05	-8.32E-05
LINC00861	-0.000136727	-8.11E-06	0.000359207	8.37E-06
LINC00882	9.58E-06	9.78E-06	4.83E-05	-6.36E-06
LINC00884	0.000912798	-7.73E-05	-0.000174064	-4.05E-05
LINC00886	-7.24E-05	-3.32E-05	7.55E-05	-4.72E-05
LINC00891	0.001181048	-0.000132287	-0.000146558	3.90E-05
LINC00892	0.000196272	0.000576482	0.000225993	-0.000353545
LINC00899	7.01E-05	-9.44E-05	-3.31E-05	0.000266455
LINC00996	-0.000134952	-0.000185335	-0.000304893	0.001881161
LINC01132	7.41E-05	1.71E-06	3.02E-05	-7.76E-05
LINC01281	0.000541078	-0.00010316	-2.12E-05	-0.000132185
LINC01619	0.001391888	-0.00023301	-5.82E-05	-0.00016697
LINC01644	0.000129	-3.24E-05	0.000137222	-0.000114771
LINC01825	-7.78E-06	0.000304066	9.25E-05	-4.51E-05
LINC01871	-0.000390242	0.0005496	0.000191467	0.000780951
LINC01934	0.000318624	7.63E-05	0.000245476	-1.67E-05
LINC01943	0.002405343	0.000208435	-0.000384641	-0.000264332
LINC02073	0.000860766	-0.000125444	-9.03E-05	-9.67E-05
LINC02099	0.001978041	-0.000240889	-0.000369164	-0.000102388
LINC02352	-7.15E-05	0.000498654	2.35E-05	5.09E-05
LINC02446	-0.000361392	8.37E-05	0.000300171	0.00012661
LINC02610	-0.000112152	1.98E-05	4.63E-05	0.00020089
LINC02696	-7.07E-05	-2.73E-05	3.03E-05	3.37E-05
LINC02731	-1.62E-05	-4.80E-05	6.29E-05	-5.54E-05
LMLN	4.08E-05	-6.15E-05	9.94E-05	-6.85E-05
LMNA	-0.000391595	0.000133314	0.000579369	-0.000251955
LMO4	-0.00014724	0.000116385	-6.20E-05	0.001469483
LMO7	-0.000529992	0.000271351	0.000407416	-0.000215456
LPAR1	-5.57E-05	-2.72E-05	-7.38E-06	0.000200951
LPAR6	-0.000157255	-6.59E-06	0.000536428	-0.000450202
LPCAT2	9.86E-05	-0.000122614	1.15E-05	0.000294724
LPP	0.000521091	0.000135073	0.000136265	0.000644641
LRP4	9.66E-05	0.000145319	2.22E-06	7.83E-05
LRRC17	-3.72E-05	-1.45E-05	8.39E-05	-5.52E-05
LRRC32	0.000587447	-0.000121811	-4.78E-05	-0.000148107
LRRC4	-8.25E-05	-0.000100039	-7.27E-05	0.000594446
LRRC75B	-4.47E-05	-0.000126184	-8.20E-05	0.000550968
LRRCC1	-4.84E-05	0.001230925	-4.27E-05	0.000441017
LRRIQ3	9.09E-05	4.82E-05	3.52E-05	5.83E-05
LRRK1	0.000185591	-9.32E-05	6.65E-05	4.10E-05
LRRN3	-7.58E-05	2.71E-05	9.09E-05	-6.79E-05
LTB	0.002329452	-0.00036394	0.000302529	-0.00074063
LTK	-0.000130249	-0.000107312	0.000183712	-0.000149647
LTN1	0.000207424	0.000122442	0.000144559	0.000175286
LUC7L3	0.000458357	0.000471926	0.000280881	0.000554724
LUZP1	0.000752471	0.000315683	0.000197845	3.65E-05
LYN	-0.000212116	9.58E-05	-0.000502146	0.002592317
LYST	0.000938908	0.000197673	-0.000136519	0.000892791
MAF	0.001141048	-1.79E-05	0.000456198	-0.000789909
MAFB	0.000381131	-6.00E-05	-3.40E-05	0.000167988
MAFF	-0.000721433	0.00024643	-5.46E-05	0.002253059
MAGEH1	0.002286807	-5.42E-05	-0.000314073	-0.000203238
MAGI3	-4.19E-05	0.000100841	0.000172738	-0.000150879
MAL	-0.000682541	-0.000245565	0.000721162	-0.0006663
MALAT1	0.000416832	-0.000225981	0.001109498	-8.54E-05
MAML3	-0.00010614	-5.54E-05	-0.000249492	0.001780076
MAOB	0.000321611	-3.39E-05	-7.90E-05	0.000312048
MAP1A	-0.000145365	-5.05E-05	0.000158513	-8.79E-05
MAP1B	8.91E-06	0.00012457	3.00E-05	3.33E-06
MAP3K20	-0.000110828	0.001473592	8.98E-06	2.90E-05
MAP3K8	-0.0002955	0.000389745	-0.000257471	0.002639013
MAP7	0.000345814	0.000238752	-5.10E-05	-5.66E-05
MAP7D3	0.000470747	0.000241074	6.21E-05	0.000157983
MAP9	-0.000258111	-7.33E-06	0.000189456	0.000192635
MAPK1	-0.000333627	0.000747466	-0.000160983	0.002640423
MARCKS	0.000176191	-7.33E-06	5.93E-05	1.37E-05
MARVELD2	-9.44E-06	1.94E-05	1.80E-05	-3.56E-05
MAST4	0.0019099	-0.000117489	-3.85E-05	-0.000462024
MASTL	6.23E-05	0.000814552	0.000114891	-0.000120753
MATK	-0.000541526	0.000586587	-0.000326232	0.002860212
MAVS	0.000271176	0.000354683	0.000242759	0.000308069
MBP	-0.00029068	0.000167051	0.000150808	0.000528671
MCAM	0.001561433	-1.83E-06	-0.000115564	-0.000336739
MCEMP1	4.14E-05	-1.38E-05	-6.48E-05	0.00030736
MCF2	7.00E-05	-2.94E-05	5.39E-05	1.34E-05
MCM10	-5.18E-05	0.004128277	-0.000328682	-0.000111795
MCM2	3.31E-05	0.004528958	-0.000427542	0.000365219
MCM3	0.000313435	0.004858003	-0.000366866	0.000310348
MCM4	-9.17E-05	0.005529035	-0.000438324	0.000333086
MCM5	0.000497007	0.004372461	-0.000487545	0.000533247
MCM6	0.000289626	0.004091162	-0.000288769	0.000355866
MCM7	-9.60E-06	0.005306716	-0.000373505	0.000449808
MCM8	8.30E-06	0.001483118	-7.10E-05	0.000287041
MCTP2	-0.000305463	-9.34E-05	-0.000252585	0.002397326
MDM2	0.000995964	0.000838442	-1.17E-05	0.000656177
MDN1	-0.000276125	0.000483721	0.000428859	0.00033174
MED1	0.000319984	0.000257964	0.000222121	0.000345857
MEF2C	-0.000109572	0.000410307	-0.000130853	0.000807297
MEGF6	-0.000234078	4.74E-05	0.000560862	-0.000418125
MELK	0.000208493	0.003096763	-0.000261663	-0.000259504
MELTF	-0.000102637	0.000337765	7.19E-07	0.000150908
MERTK	5.46E-05	-5.00E-05	3.84E-05	1.55E-05
METRNL	0.000323201	5.71E-05	-0.000411275	0.002406996
METTL7A	0.001578395	-0.000197627	-0.000440679	0.001107308
METTL8	0.000832072	4.70E-05	3.17E-05	-0.000189008
MGAM	-0.00011098	-0.000110339	-7.60E-05	0.000512026
MGAT3	-3.47E-05	-0.000124167	-0.000143189	0.000811586
MGLL	0.000131895	6.66E-05	-0.000177127	0.000803835
MGP	-4.76E-05	-3.66E-05	5.42E-05	3.71E-06
MIAT	0.000507517	-0.000149122	0.000652018	-0.000245056
MIB1	0.000799152	0.000220176	9.91E-05	0.000420317
MID1IP1	-7.77E-05	2.84E-05	0.00024554	-5.49E-05
MINAR1	4.14E-05	-2.96E-05	3.16E-05	-1.66E-05
MINDY2	0.000373517	5.32E-05	0.000173678	0.000197651
MIR1-1HG-AS1	-9.43E-05	-7.98E-05	-0.000263187	0.001327582
MIR210HG	8.43E-06	-1.04E-05	0.000190449	-6.05E-05
MIR29B2CHG	3.95E-05	-5.02E-05	0.000281468	1.18E-05
MIR3142HG	0.000870233	-7.38E-05	-0.000182014	8.35E-05
MIS18BP1	0.000330303	0.00119054	1.29E-05	0.000217532
MITF	5.86E-05	-3.65E-05	1.85E-05	0.000159083
MKI67	0.000213355	0.005716128	-0.00052516	-0.000154034
MLH3	-3.48E-05	0.000231175	0.000214061	0.000127888
MME	-4.64E-05	-3.24E-05	3.61E-05	5.29E-05
MND1	-0.000166097	0.00336013	-0.00015005	-0.000366008
MOBP	-2.72E-05	4.12E-05	2.94E-05	-3.77E-05
MPP5	-7.87E-06	9.58E-05	0.000180578	5.52E-05
MRC1	0.001699215	-0.000195309	-0.000304825	-6.77E-05
MS4A1	-0.000364418	0.000196513	0.000233049	0.000482385
MS4A2	0.000118957	-0.000100746	7.96E-07	0.000382433
MS4A6A	0.000264425	7.56E-05	-4.42E-05	2.53E-05
MSH6	-4.78E-05	0.002845445	-1.12E-05	0.000154794
MSR1	0.00034651	-0.000121766	-5.21E-05	0.000337765
MT1E	0.000386852	0.000691602	-2.10E-05	-0.000138467
MT1X	0.000112943	0.000208318	5.93E-05	-6.38E-05
MT2A	0.000283759	0.001277731	5.96E-05	0.000163235
MT-ATP6	0.000184248	0.001328259	0.000827978	0.001010887
MT-CO1	0.000403064	0.001059434	0.00065308	0.00134696
MT-CO2	-4.31E-06	0.001515656	0.000805941	0.001268577
MT-CO3	-7.10E-05	0.001347852	0.000823006	0.001101754
MT-CYB	0.000220141	0.000867362	0.000773304	0.000566303
MTHFD1	0.000524081	0.003292618	-0.000259741	0.000506301
MTHFD2	0.000957622	0.001222419	2.24E-05	0.000208778
MT-ND1	0.000136369	0.000746899	0.000752598	0.000611528
MT-ND2	-0.000201133	0.000566566	0.000856944	0.000532758
MT-ND4	4.78E-05	0.000819094	0.000691986	0.00103427
MT-ND5	0.000128378	0.000656438	0.000690548	0.000615241
MTR	0.000124882	0.000175741	0.000338372	0.000201229
MTRNR2L1	3.81E-05	0.000767052	0.000508707	5.75E-06
MTRNR2L10	0.000294442	0.000501917	0.000566299	0.000429932
MTRNR2L12	0.00015834	0.00053864	0.001015004	0.000311306
MTRNR2L8	0.000133551	0.000444233	0.000801162	0.000332374
MTSS1	-0.000290478	0.000108926	6.33E-06	0.000964916
MTURN	8.45E-05	8.47E-05	8.08E-05	0.000220293
MUC1	4.51E-06	-3.50E-05	0.000143785	7.47E-05
MX1	0.001348449	0.000538783	3.44E-05	3.10E-05
MX2	0.000217051	0.000128401	0.000394311	-0.00031276
MYADM	-0.000904791	5.63E-05	0.000496185	7.64E-06
MYB	0.000846763	0.001160237	-7.46E-05	-0.000283902
MYBL1	-0.00090601	0.000406519	0.000460436	0.001003917
MYBL2	-0.000208123	0.004898998	-0.000364934	-0.000229962
MYC	-0.000429637	0.000586205	0.000374144	-0.000206508
MYH3	-8.45E-05	0.000171076	0.000118714	0.000207928
MYH7B	8.32E-05	9.01E-05	4.81E-05	-8.60E-05
MYL6	0.002750537	0.002369774	-0.000162577	0.000775601
MYLK	2.89E-05	-5.45E-05	7.28E-06	5.08E-05
MYLK4	-1.80E-05	1.06E-05	-3.98E-07	2.57E-06
MYO18B	2.90E-05	-4.07E-05	0.000113854	0.000146929
MYO1B	-0.000219686	0.000117293	0.000189158	-0.000178612
MYO1E	0.000501922	-0.000110771	-0.000433721	0.001836217
MYO3B	-1.70E-05	-3.21E-05	5.13E-05	4.10E-05
MYO5B	0.000382875	0.000700267	-0.000223576	0.000526465
MYO5C	0.001583988	0.000260367	-0.000336143	6.39E-05
MYO6	-0.000375664	0.000884313	7.88E-05	0.000254795
MYO7A	0.001133458	0.00013293	-0.000348161	0.000506754
MYO9A	-0.000148863	0.000318698	0.000292024	0.000341754
MYOM1	-2.44E-06	-7.93E-06	2.31E-05	0.000184338
MYOM2	-0.000250629	0.000170907	-0.000326914	0.001960117
N4BP2	0.000172117	0.000909788	0.000270679	-4.72E-05
NAB1	0.001769263	0.000564215	-0.000221595	-0.000130185
NAMPT	0.00296399	0.000289539	-0.000300003	-9.34E-05
NASP	8.58E-05	0.003268965	-5.06E-05	0.000443894
NAV3	1.68E-05	-2.13E-05	4.32E-05	6.14E-05
NBEA	-0.000144855	-5.64E-05	0.00013173	1.84E-06
NBPF20	-0.000203179	1.30E-05	0.000188601	-4.77E-05
NCAM1	-0.000316307	-4.67E-05	-0.000791456	0.004013753
NCAM2	-1.52E-05	-2.68E-05	1.39E-05	1.28E-05
NCAPG	8.56E-05	0.004374308	-0.000298775	-0.000500201
NCAPG2	9.07E-05	0.003631537	-0.000214297	-0.000158446
NCAPH	0.000342906	0.00226565	-0.000140442	-0.000314109
NCR1	-0.000219553	-0.000185769	-0.000503334	0.002732842
NCR3	0.000209642	0.000307475	-0.000288951	0.001468346
NDFIP2	0.001661087	0.000208029	-0.000366248	0.000994233
NEAT1	0.002187336	-0.000285111	0.000134024	-0.000132173
NEB	0.00011674	-7.77E-05	-2.59E-06	0.00016527
NEBL	0.000567808	-9.23E-05	-0.000122515	2.07E-05
NECTIN3	-2.14E-05	4.44E-05	0.000220493	-1.73E-05
NEDD9	0.001388997	0.000135338	-0.000184056	0.000992706
NEFH	-4.69E-05	0.000435763	6.54E-05	-2.10E-05
NEFL	-0.00015578	-9.59E-05	0.000241154	-0.000223458
NEFM	-4.65E-05	-3.45E-05	0.000134203	-0.000112086
NEGR1	-5.77E-05	-8.91E-05	-4.60E-05	0.000619632
NEIL3	0.000245305	0.002239724	-0.000132759	-0.000207344
NEK10	0.000943578	0.00013922	-0.000136282	-2.10E-05
NEK11	-5.46E-06	2.54E-05	0.000117535	-8.08E-05
NELL2	-0.000849059	0.000125677	0.00063769	-0.000529566
NET1	0.000124535	0.000530066	6.11E-05	-1.82E-05
NEU1	9.82E-05	-0.000146721	0.000209413	0.000196739
NEU3	8.64E-05	0.000244109	0.000138942	0.000226133
NEXMIF	-7.64E-05	-6.11E-05	0.000103798	-7.50E-05
NFASC	4.86E-05	0.000165499	1.26E-05	-1.50E-05
NFIA	-0.000400593	2.02E-05	0.000306185	-0.000122698
NFIL3	-8.19E-05	0.000574489	-4.01E-06	0.00122304
NFKB1	0.000311477	0.000487871	0.00022016	0.000559184
NFKBIA	5.91E-06	-8.29E-05	0.000752992	0.000474539
NFKBIZ	0.001109613	-0.000177631	0.000351217	-0.000232593
NHLRC2	0.000387083	-2.28E-05	2.01E-05	0.000304564
NHS	0.000221793	0.000154668	-0.000131328	0.00056974
NIBAN1	0.001443054	0.000801108	0.000273869	-5.29E-05
